,Unnamed: 0,Category,CategorySpecific,ageMin,ageMax,ageRange,ageRes,TSid,Lat,Lon,Archive,Proxy,Unit,Interp,Season,Direction,bin0ka,bin1ka,bin2ka,bin3ka,bin4ka,bin5ka,bin6ka,bin7ka,bin8ka,bin9ka,bin10ka,bin11ka,TotalDirection,TotalSlope,TotalSlopeSig,EarlyDirection,EarlySlope,EarlySlopeSig,LateDirection,LateSlope,LateSlopeSig,geometry,index_right,Continent,Type,Name,Acronym
24,24,Other,Other (uncalibrated),168.88304,11888.2,11719.31696,83.11572312056738,WEB2b92ddec,26.5,100.5,Lake Sediment,sediment,m,P-E,,positive,0.0,0.2074446465328965,-0.974382039710187,-0.7853381027941374,-2.013392852786174,-1.9867307282354432,-2.471791918031499,-1.6483788938352908,-0.5456225951583049,-1.0976217196281732,-0.6507243421182698,-0.5584676611624522,increasing,0.08915811020694929,0.08915811020694929,decreasing,-0.3520730353438006,-0.3520730353438006,increasing,0.4455251160936662,0.4455251160936662,POINT (100.5 26.5),35.0,ASIA,Land,E.Asia,EAS
25,25,Other,Other (uncalibrated),5.0,10940.0,10935.0,25.2540415704388,WEB88f459b8,29.796,92.352,Lake Sediment,sediment,unitless,P-E,,positive,0.0,-0.3034748030557496,0.5876605663549339,0.961733499490728,0.976052252003208,1.3181883564066617,0.8657956903348027,1.3885821270157592,0.6861484592816947,1.1853905767104451,0.022305855910047745,,decreasing,-0.010942550925973729,-0.010942550925973729,increasing,0.26327796995429514,0.26327796995429514,decreasing,-0.2920513613658122,-0.2920513613658122,POINT (92.352 29.796),34.0,ASIA,Land,Tibetan-Plateau,TIB
26,26,Other,Other (uncalibrated),0.0,5400.0,5400.0,19.926199261992622,WEB579775e5,-0.4167,29.75,Lake Sediment,element,mol%,P-E,,negative,-0.0,-0.16607395988236195,0.3271714012062709,0.4449449022236224,1.4035317870496935,3.1397752047427674,,,,,,,,,,,,,decreasing,-0.4740711570233152,-0.4740711570233152,POINT (29.75 -0.4167),24.0,AFRICA,Land,S.Eastern-Africa,SEAF
27,27,Other,Other (uncalibrated),9.9,9515.6,9505.7,7.08323397913562,WEB8ba52da4,15.53,-89.23,Lake Sediment,Element,cps,P,,negative,-0.0,-1.2174254933890272,-1.2209791030134238,-1.5412935650163633,-1.4496603228891385,-0.3717526540095651,-0.2336126932266979,-0.040847120406056585,0.4962823706946137,1.1499467102524472,,,decreasing,-0.2514030718209613,-0.2514030718209613,decreasing,-0.4622522244773731,-0.4622522244773731,no trend,-0.0163143957239769,0.0,POINT (-89.23 15.53),7.0,CENTRAL-AMERICA,Land,S.Central-America,SCA
28,28,Other,Other (uncalibrated),100.3,8780.0,8679.7,88.5683673469388,LS14YAHA02a,38.3,97.58,LakeSediment,,permil,M,,negative,-0.0,-0.05871782846734775,-0.245004036481013,-0.6551454701914341,-0.1725160977978713,-0.4511959480867403,-0.9215581308570022,-2.142940925657895,-1.947301435233502,,,,increasing,0.2281580928480245,0.2281580928480245,,,,no trend,0.06099806564059105,0.0,POINT (97.57999999999998 38.3),33.0,ASIA,Land,E.C.Asia,ECA
29,29,Leaf Wax (dD),Leaf Wax (dD),270.0,11977.0,11707.0,177.37878787878788,WEBf23684ea,-18.565,37.38,Marine Sediment,dDwax,permil (SMOW),P,,negative,-0.0,0.17118123689307496,0.6812314529418235,-0.8139842488997135,-0.5502254042991614,-1.0794898408154974,-0.8174777435301831,-1.1982686582515076,-2.117057746065349,-1.9441297618570403,-2.1370659425853185,-0.982307172004218,no trend,0.12132801912055692,0.0,decreasing,-0.06855970825522964,-0.06855970825522964,no trend,0.2385933925551149,0.0,POINT (37.38 -18.565),26.0,AFRICA,Land,E.Southern-Africa,ESAF
30,30,Other,Other (uncalibrated),40.0,9990.0,9950.0,301.5151515151515,WEBd1125bee,51.58,104.85,Lake Sediment,d18O,permil (VSMOW),P,,positive,0.0,0.7912079878983529,1.5531119762449148,-0.9020535514203438,0.47013807976568794,0.2446246919106016,0.6153839905876074,-1.0281881581867487,-0.12919241541528612,0.20694812105829946,,,no trend,0.06698541335501977,0.0,no trend,-0.09407802181532414,0.0,no trend,0.07637413044277636,0.0,POINT (104.85 51.57999999999999),30.0,ASIA,Land,E.Siberia,ESB
31,31,Other,Other (calibrated),40.0,9990.0,9950.0,301.5151515151515,WEB2b09ab9c,51.58,104.85,Lake Sediment,d18O,mm/a,P,,positive,0.0,0.7892682123186082,1.5488327822381291,-0.903839404429374,0.4710149008998146,0.2418725166782832,0.6110463579240838,-1.0311407289968912,-0.1349394040415686,0.20550070965899245,,,no trend,0.06708732016251316,0.0,no trend,-0.09509017261565428,0.0,no trend,0.07635480772029142,0.0,POINT (104.85 51.57999999999999),30.0,ASIA,Land,E.Siberia,ESB
32,32,Other,Other (uncalibrated),147.0,10203.0,10056.0,29.839762611275965,WEBd1f64e69,0.3,33.3333,Lake Sediment,,unitless,P-E,,negative,-0.0,0.6039394072687105,0.9725166770989688,1.460484201863766,2.0575535562996,2.544754800573311,2.911744498567201,2.7562368498530843,2.757751065832026,2.5555687308209736,1.811992816096944,,decreasing,-0.33360350853470777,-0.33360350853470777,increasing,0.12421463765340635,0.12421463765340635,decreasing,-0.5032041150137461,-0.5032041150137461,POINT (33.33329999999999 0.2999999999999999),24.0,AFRICA,Land,S.Eastern-Africa,SEAF
33,33,Other,Other (uncalibrated),610.0,11930.0,11320.0,134.7619047619048,LPD23d73becxxx,20.7517,-18.5817,Marine Sediment,mineral,percent,M,,negative,-0.0,-0.7494804332075249,-0.1675856869283907,-0.4406882878487311,-0.4067228759918452,0.3579299239334763,-0.09232729974295606,0.10047382619086387,-0.22448206212012828,-0.029689563054597582,-1.43469382443711,-1.8260288171384624,increasing,0.08004760721328212,0.08004760721328212,increasing,0.3712591618396879,0.3712591618396879,no trend,-0.1282232101536606,0.0,POINT (-18.5817 20.7517),20.0,AFRICA,Land,Sahara,SAH
34,34,Other,Other (uncalibrated),520.0,11729.0,11209.0,339.6666666666667,WEB20f89efc,20.7517,-18.5817,Marine Sediment,,index,P,,positive,0.0,0.08627496970619064,0.5828010677126574,1.1849457668725074,1.6268824755187985,2.788133282806708,2.9265055175761967,1.3953918186088363,0.6449261662562485,0.9729965290523476,0.6215674456640865,0.08326859753852901,no trend,0.014973732966094562,0.0,increasing,0.4386871364845149,0.4386871364845149,decreasing,-0.5814746671032934,-0.5814746671032934,POINT (-18.5817 20.7517),20.0,AFRICA,Land,Sahara,SAH
35,35,Other,Other (uncalibrated),127.0,6656.0,6529.0,10.479935794542536,WEBc42caceb,-15.44,-70.1,Lake Sediment,d18O,permil (PBD),P,,negative,-0.0,0.2186010750804542,0.2584940911426845,0.7031837132906988,0.030146895813969343,-0.9114383771905268,-0.6445184301359405,,,,,,increasing,0.2977397433015773,0.2977397433015773,,,,increasing,0.3229454877342135,0.3229454877342135,POINT (-70.09999999999999 -15.44),12.0,SOUTH-AMERICA,Land,South-American-Monsoon,SAM
36,36,Other,Other (calibrated),127.0,6656.0,6529.0,10.479935794542536,WEB3a01bea5,-15.44,-70.1,Lake Sediment,d18O,mm/a,P,,positive,0.0,0.21752991128663932,0.2636259865998806,0.7365873970501258,0.047255809398781164,-0.8875374457917753,-0.6345760459947001,,,,,,increasing,0.2971287342069838,0.2971287342069838,,,,increasing,0.3185921575898385,0.3185921575898385,POINT (-70.09999999999999 -15.44),12.0,SOUTH-AMERICA,Land,South-American-Monsoon,SAM
37,37,Speleothem,Speleothem (d18O),24.0,9365.0,9341.0,32.54703832752613,WEB866a88a0,35.85,48.16,Speleothem,d18O,permil (VPDB),P,,negative,-0.0,-0.2540855831108617,-0.1942400447537853,0.03267428818346118,0.3912167835178557,1.1653939689240729,1.9557281177179524,2.0923805257055066,2.22449728782624,1.8682527426864404,,,decreasing,-0.3307631877512844,-0.3307631877512844,no trend,-0.049283698252821966,0.0,decreasing,-0.2110793382083999,-0.2110793382083999,POINT (48.16 35.85),32.0,ASIA,Land,W.C.Asia,WCA
38,38,Speleothem,Speleothem (d13C),24.0,9365.0,9341.0,32.54703832752613,WEB1e4cc3cd,35.85,48.16,Speleothem,d13C,permil (VPDB),P-E,,negative,-0.0,-1.2126899616172602,-2.616934583261607,-2.190290113201278,-1.6756782332656113,-1.9772785553305647,-2.119060313552652,-2.35894073848617,-2.6446695805871228,-3.0927790180276884,,,increasing,0.2550375118629075,0.2550375118629075,increasing,0.33938693276771503,0.33938693276771503,increasing,0.35317363673723884,0.35317363673723884,POINT (48.16 35.85),32.0,ASIA,Land,W.C.Asia,WCA
39,39,Other,Other (uncalibrated),4.515,11326.364,11321.848999999998,42.088657992565054,GHe9193cd5dp,64.42,-149.9,Lake Sediment,d13C,permil,P-E,Annual,negative,-0.0,-0.012555120739757286,-0.09563745135440943,0.8834742895552801,1.4931848462678052,1.9100644769503483,2.4250168272301527,2.414576251167658,2.4002660909701117,2.1201958128181517,1.854435694863736,0.36720118861883344,decreasing,-0.3077653170568917,-0.3077653170568917,increasing,0.19147611126516145,0.19147611126516145,decreasing,-0.3500577393306077,-0.3500577393306077,POINT (-149.9 64.42),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
40,40,Pollen,Pollen (calibrated),0.0,12000.0,12000.0,99.17355371900827,WEB96107d21,-27.86,24.74,Lake Sediment,pollen,mm,P,,positive,0.0,0.07501429624160227,0.3750775641584004,0.1303594265400886,-0.09757335395004783,-0.0758984067378552,-0.3441816502352203,-0.7873873425114757,-1.1552892331565248,-1.7212704752289099,-2.348067658171356,-2.570829386606856,increasing,0.25611000165827097,0.25611000165827097,increasing,0.4708808876053416,0.4708808876053416,increasing,0.03167453765540843,0.03167453765540843,POINT (24.73999999999999 -27.86),25.0,AFRICA,Land,W.Southern-Africa,WSAF
41,41,Pollen,Pollen (calibrated),25.8,11035.0,11009.2,65.14319526627219,LPDc4757948,49.13,117.5,Lake Sediment,pollen,mm,M,annual,positive,0.0,1.5320345874817385,1.5948901997581209,0.8507644618502945,0.7708756985545029,2.431050712995824,2.2636469819173666,2.2967946267996817,1.2239181753723951,1.3367315886273323,1.5131592321343614,1.2402134461758854,decreasing,-0.12383734020914,-0.12383734020914,increasing,0.24459621377970475,0.24459621377970475,decreasing,-0.2869712375846461,-0.2869712375846461,POINT (117.5 49.13),30.0,ASIA,Land,E.Siberia,ESB
42,42,Leaf Wax (dD),Leaf Wax (dD),0.0,9869.0,9869.0,173.140350877193,WEB594c5634,-29.1353,16.7165,Marine Sediment,dDwax,permil (SMOW),P,,negative,-0.0,0.599634597156419,1.0908606795726945,1.7430056510563705,1.3872902120652744,0.9426459133264043,0.2608579885934705,0.14228617559643847,-0.4802158426379794,-1.0434319543738817,,,decreasing,0.008196697183578556,0.008196697183578556,increasing,0.4475220377532395,0.4475220377532395,decreasing,-0.3752493027641342,-0.3752493027641342,POINT (16.7165 -29.1353),25.0,AFRICA,Land,W.Southern-Africa,WSAF
43,43,Other,Other (uncalibrated),28.9,8891.0,8862.1,49.50893854748603,WEBbb8f1c58,-33.9953,22.6401,Lake Sediment,,mg/kg,P,,positive,0.0,-0.2107144109174421,-0.5948259266359259,-1.8002978588088692,-2.0947574393971253,-2.481661778783673,-2.028886082506562,-0.4333454092676951,-1.4636872599965465,,,,increasing,0.12148066639092295,0.12148066639092295,,,,increasing,0.5533179895515447,0.5533179895515447,POINT (22.6401 -33.9953),25.0,AFRICA,Land,W.Southern-Africa,WSAF
44,44,Other,Other (uncalibrated),28.9,8891.0,8862.1,49.50893854748603,WEB5aca062f,-33.9953,22.6401,Lake Sediment,CIA,unitless,P,,positive,0.0,-1.4654277647347336,-2.7721141195836165,-3.2588053458820747,-3.1885751748721085,-3.1601123260621686,-2.6343154729809584,-3.147942004502057,-3.3625106121399218,,,,increasing,0.25270604104986955,0.25270604104986955,,,,increasing,0.5271105243152782,0.5271105243152782,POINT (22.6401 -33.9953),25.0,AFRICA,Land,W.Southern-Africa,WSAF
45,45,Other,Other (uncalibrated),28.9,8891.0,8862.1,52.750595238095244,WEB8b1d999d,-33.9953,22.6401,Lake Sediment,,%,P,,positive,0.0,-0.7242409723440306,-1.264735999623,-1.307025655370496,-1.160218462620463,-0.9931705950495558,-0.6556611990966389,-0.12312615699004315,-1.2432104477016637,,,,no trend,-0.006765618485492198,0.0,,,,no trend,0.1398059879631149,0.0,POINT (22.6401 -33.9953),25.0,AFRICA,Land,W.Southern-Africa,WSAF
46,46,Pollen,Pollen (calibrated),0.0,11985.0,11985.0,18.410138248847925,WEBbc36fb7b,38.54,112.14,Lake Sediment,pollen,mm/a,P,,positive,0.0,0.8046196162454311,1.6464285214670156,2.1054415044681427,2.1250075894343814,2.619610464684307,2.621572979861914,2.2257313767502147,1.3979758662371735,1.1570168014152973,0.7024352836483383,0.2874445020648617,decreasing,-0.10035310530754678,-0.10035310530754678,increasing,0.4770584885366272,0.4770584885366272,decreasing,-0.6160184964548934,-0.6160184964548934,POINT (112.14 38.54),35.0,ASIA,Land,E.Asia,EAS
47,47,Speleothem,Speleothem (other),3002.0,7763.0,4761.0,2.9981108312342566,WEBcbb13563,40.39,72.35,Speleothem,PCA1,PCA1,P,,negative,,,,,,,,,,,,,decreasing,-0.3544151415948658,-0.3544151415948658,,,,,,,POINT (72.34999999999998 40.39),32.0,ASIA,Land,W.C.Asia,WCA
48,48,Speleothem,Speleothem (d18O),3003.0,7774.0,4771.0,3.5288461538461537,WEBa6853b5b,40.39,72.35,Speleothem,d18O,permil (VPDB),P,,negative,,,,,,,,,,,,,decreasing,-0.4385652313011147,-0.4385652313011147,,,,,,,POINT (72.34999999999998 40.39),32.0,ASIA,Land,W.C.Asia,WCA
49,49,Other,Other (uncalibrated),9.5,9300.0,9290.5,62.352348993288594,LS04JOCH,67.95,32.48,LakeSediment,,permil,P,,increase,0.0,-0.11752439072469377,0.71972643793431,1.3935034900213707,0.439571747126128,1.3095574966465902,1.2196153608878957,1.4844449828440505,0.8220249966622821,0.545648956936079,,,decreasing,-0.08365601915398217,-0.08365601915398217,increasing,0.2655489422623624,0.2655489422623624,decreasing,-0.2014849609811263,-0.2014849609811263,POINT (32.48 67.95),16.0,EUROPE,Land,N.Europe,NEU
50,50,Other,Other (uncalibrated),209.23076919999997,11997.06379,11787.833020799999,16.86385267639485,WEB8c583cb8,-3.9504,-81.32,MarineSediment,,unitless,P,,positive,0.0,-0.8752651261058955,-1.5816378078385396,-2.353224336742993,-2.620763867950424,-2.983162712580912,-2.9315089541767447,-3.390808916387376,-3.766872017954518,-2.9811360376652924,-2.2231442128865897,-2.025311745392057,increasing,0.14448005605417982,0.14448005605417982,decreasing,-0.2839698010715803,-0.2839698010715803,increasing,0.5762083742574067,0.5762083742574067,POINT (-81.31999999999999 -3.9504),9.0,SOUTH-AMERICA,Land,N.W.South-America,NWS
