"","dataset","tsid","longitude","latitude","ipccReg","recordRange","recordRes","recordResPlus","season","climInterp","source","direction","ka_0.5","ka_6"
"646","Ratasjoen.Velle.2005","PYTM75R3NFI",9.83,62.27,"NEU",11606.917,150.396,150.4,"summerOnly","T","Temp12k","positive",9.492,10.46
"647","RC12-10.Poore.2003","WEBd5f320fe",-95.53,23,"NCA",11283.415,62.24,62.2950000000001,"winterOnly","T","Temp12k","positive",21.934,23.535
"648","RC24_08GC.Arbuszewski.2013","T2L_RC24_08GC_mgca_ruber_SST_from_mgca_ruber",-11.9,-1.3366,"EAO",7870,541.5,542,"annual","T","Temp12k","positive",NA,23.399
"649","RC24_08GC.Arbuszewski.2013","T2L_RC24_08GC_d18o_ruber_SST_from_d18o_ruber",-11.9,-1.3366,"EAO",7870,541.5,542,"annual","T","Temp12k","positive",NA,25.373
"650","RC27_23.Overpeck.1996","T2L_RC27_23_d18o_bulloides_SST_from_d18o_bulloides",57.59,17.993,"ARP",11670,333,333,"annual","T","Temp12k","positive",23.505,24.108
"651","RC27_28.Overpeck.1996","T2L_RC27_28_d18o_bulloides_SST_from_d18o_bulloides",57.59,17.903,"ARS",7041,256.5,266,"annual","T","Temp12k","positive",NA,25.263
"652","RedRock.Maher.1972","M2Lj3ejix02P",-105.54,40.08,"WNA",10688.8,241.4,241.4,"annual","T","Temp12k","positive",2.761,1.433
"653","Reiarsdalvatnet.Seppa.2009","PYTLC5FYZTA",7.78,58.32,"NEU",8890.29,113.375,114.56,"summerOnly","T","Temp12k","positive",14.257,15.258
"654","Reidel.Almquist-Jacobson.1992","M2Lgneiy358P",-95.28,46.21,"CNA",10787,298.5,297,"annual","T","Temp12k","positive",5.246,4.089
"655","Renland.Johnsen.1992","PYTUAENTJO2",-26.7,71.3,"GIC",11640,20,20,"annual","T","Temp12k","positive",-27.344,-26.442
"656","RiviereFeuilles2.Larouche.1981","M2Lwxwvqju6P",-71.95,58.22,"NEN",5122,237.5,240.5,"annual","T","Temp12k","positive",-8.946,-9.436
"657","RR1313_23PC.MoffaSanchez.2019","RrXL5yQhooZ_SST_from_Mg0x2FCa",145.6703,-4.4939,"SEA",10676.5,125.75,125.5,"annual","T","Temp12k","positive",NA,30.314
"658","Ruila.Seppa.2004","PYTH254O9NJ",24.43,59.17,"NEU",10012.5,305.25,305.2,"annual","T","Temp12k","positive",5.158,8.628
"659","Rukatunturi.Hicks.1985","Rk9wmJSBiX2",29.15,66.17,"NEU",5516.95,374.32,374.32,"annual","T","Temp12k","positive",4.607,2.515
"660","s53s52.KaislahtiTillman.2010","PYTJ6FGBAO9",-104.2083,59.8917,"NEN",6168.296,182.3985,192,"summerOnly","T","Temp12k","positive",15.109,14.734
"661","SacredLake.Loomis.2012","GH401cbc9d",37.53,0.08,"SEAF",11777,213,213,"annual","T","Temp12k","positive",18.77,19.767
"662","SaegistalseePollen.Wick.2003","R3Snc0P3mi3",7.98,46.68,"WCE",8945.37,37.3200000000006,40.3400000000001,"annual","T","Temp12k","positive",5.795,6.473
"663","SaharaSandWetland.Rao.2019","WEB3a8703e6",88.3573,48.1204,"WSB",10965,37,38,"summerOnly","T","Temp12k","positive",-25.629,-26.372
"664","Saint-JeanOrleans.Richard.1981","M2LyqddixcyP",-70.93,46.93,"ENA",6418,309,309,"annual","T","Temp12k","positive",4.111,NA
"665","SaintCalixte.Larouche.NA","M2Luwan852aP",-73.87,45.96,"ENA",10711,375,386,"annual","T","Temp12k","positive",4.471,4.88
"666","SaintThomas.Voeltzel.1987","RxUtcuAADeo",-1.75,47.27,"WCE",6794.92,64.08,64.08,"annual","T","Temp12k","positive",8.702,10.506
"667","SaintViaudContin.Bernard.1996","R4rQaKneurq",-2.02,47.27,"WCE",7150.65,77.9000000000003,77.9000000000005,"annual","T","Temp12k","positive",9.948,12.065
"668","SaladaPequena.EPD","RK3DipzaeJ8",-0.22,41.03,"MED",4360.67,90.3800000000001,90.3800000000001,"annual","T","Temp12k","positive",15.77,NA
"669","SchwarzseeobSoelden.Ilyashuk.2011","RhcdDYg86PD",10.95,46.97,"WCE",7107.886,58.5360000000001,58.4330000000009,"summerOnly","T","Temp12k","positive",NA,6.119
"670","SchwarzseeReschenscheideck.Welten.1982","RJ7e97qSKPK",10.48,46.87,"WCE",10970.17,465.04,431.280000000001,"annual","T","Temp12k","positive",4.774,6.016
"671","ScreamingLynxLake.Clegg.2011","R70zKk7ZGum",-145.4,66.0667,"NWN",10589,55,55,"summerOnly","T","Temp12k","positive",14.913,14.737
"672","SecretLake.Lasher.2017","Rv85dcUllsQ",-68.66,76.58,"GIC",7045,278,285.5,"summerOnly","T","Temp12k","positive",-1.6,2.052
"673","Sfl4-1.Willemse.1999","PYTXQZAZD6M",-50.2833,67.0833,"GIC",7388,13,13,"summerOnly","T","Temp12k","positive",13.701,18.851
"674","Sharkey.Shuman.2016","WEB81ce5808",-93.41,44.59,"CNA",11114.6,31.1000000000004,31.7999999999997,"annual","T","Temp12k","positive",-0.098,0.351
"675","SihailongwanMaar.Stebich.2015","LPD575ea390",126.6,42.28,"EAS",11842,61,61,"summerOnly","T","Temp12k","positive",21.915,26.716
"676","SipleDomeA.Das.2008","WEB8d90dc28",-148.82,-81.65,"WAN",11704,1,2,NA,NA,"Temp12k",NA,0.017,0.001
"677","Sixteen.Futyma.1986","M2L2xbh2w6zP",-84.32,45.6,"ENA",8213,246,247,"annual","T","Temp12k","positive",NA,3.774
"678","sjuuodjijaure.Rosen.2001","PYTTYZNWOYL",18.07,67.37,"NEU",9359.764,184.7725,183.325,"summerOnly","T","Temp12k","positive",10.191,11.411
"679","sjuuodjijaure.Rosen.2001","PYTN99W834C",18.07,67.37,"NEU",9280.552,193.528,192.061000000001,"summerOnly","T","Temp12k","positive",10.539,11.272
"680","sjuuodjijaure.Rosen.2001","PYT4HOSEYKO",18.07,67.37,"NEU",9317,186,184.5,"summerOnly","T","Temp12k","positive",9.736,11.133
"681","SK237_GC04.Saraswat.2013","T2L_SK237_GC04_mgca_ruber_SST_from_mgca_ruber",74.9993,10.9775,"SAS",11830,110,110,"annual","T","Temp12k","positive",29.794,30.474
"682","SK237_GC04.Saraswat.2013","T2L_SK237_GC04_d18o_ruber_SST_from_d18o_ruber",74.9993,10.9775,"SAS",11830,110,110,"annual","T","Temp12k","positive",28.109,29.104
"683","Skrzetuszewskie.Litt.2001","RYLGNrM0mIK",17.36,52.55,"WCE",10751.62,122.49,128.08,"annual","T","Temp12k","positive",7.279,12.115
"684","Sluggan.Smith.1991","RNsd247y3UK",-6.26,54.78,"NEU",10899.49,103.535,103.535,"annual","T","Temp12k","positive",9.065,8.624
"685","SN-6.Tiwari.2015","LPD5f9ad71d_SST_from_Mg0x2FCa",74.133,12.486,"SAS",4617.98,116.13,116.13,"annual","T","Temp12k","positive",30.855,NA
"686","SO136_GC11.Barrows.2007","T2L_SO136_GC11_uk37_SST_from_uk37",167.8507,-43.44,"NZ",11790,280,280,"annual","T","Temp12k","positive",14.061,15.167
"687","SO189_039KL.Mohtadi.2014","T2L_SO189_039KL_mgca_ruber_SST_from_mgca_ruber",99.9085,-0.79,"SEA",11580,50,50,"annual","T","Temp12k","positive",29.889,30.097
"688","SO189_039KL.Mohtadi.2014","T2L_SO189_039KL_d18o_ruber_SST_from_d18o_ruber",99.9085,-0.79,"SEA",11580,50,50,"annual","T","Temp12k","positive",30.427,30.618
"689","SO189_119KL.Mohtadi.2014","T2L_SO189_119KL_mgca_ruber_SST_from_mgca_ruber",96.3167,3.5167,"SEA",11720,290,290,"annual","T","Temp12k","positive",30.215,30.279
"690","SO189_119KL.Mohtadi.2014","T2L_SO189_119KL_d18o_ruber_SST_from_d18o_ruber",96.3167,3.5167,"SEA",11720,290,290,"annual","T","Temp12k","positive",29.648,30.429
"691","SO189_144KL.Mohtadi.2014","T2L_SO189_144KL_d18o_ruber_SST_from_d18o_ruber",98.066,1.155,"SEA",11869,74,74,"annual","T","Temp12k","positive",29.718,30.007
"692","SO42_74KL.Huguet.2006","T2L_SO42_74KL_tex86_SST_from_tex86",57.347,14.321,"ARS",10820,275,300,"annual","T","Temp12k","positive",25.073,26.688
"693","SO42_74KL.Huguet.2006","T2L_SO42_74KL_uk37_SST_from_uk37",57.347,14.321,"ARS",11070,250,275,"annual","T","Temp12k","positive",28.379,28.179
"694","SO42_74KL.Huguet.2006","T2L_SO42_74KL_d18o_ruber_SST_from_d18o_ruber",57.347,14.321,"ARS",11070,300,300,"annual","T","Temp12k","positive",26.423,27.113
"695","SO42_74KL.Huguet.2006","RRDZgNq0gYv",57.347,14.321,"ARS",11516.79,330.57,330.57,"annual","T","Temp12k","positive",-0.501,0.332
"696","SO90_56KA.Doose-Rolinski.2001","RfOqYf6ktxg",65.916,24.833,"SAS",4877,17,18,"annual","T","Temp12k","positive",26.41,NA
"697","SO90_63KA.Staubwasser.2003","T2L_SO90_63KA_d18o_ruber_SST_from_d18o_ruber",65.982,24.61,"SAS",11981,13,13,"annual","T","Temp12k","positive",27.55,28.002
"698","Sokli.Shala.2017","R3mfDzogKdd",29.28,67.81,"NEU",10771.6197183098,103,103,"summerOnly","T","Temp12k","positive",14.531,12.869
"699","SouthAfricanRainfallZone.Chevalier.2015","RZPRigavTYR",28.5447,-27.2415,"ESAF",12000,100,100,"annual","T","Temp12k","positive",-0.012,0.363
"700","SouthernCalifornia.Ohlwein.2012","LPDbf7cf949",-116.66,33.7689,"NCA",11038,352,364.5,"summerOnly","T","Temp12k","positive",0.119,0.56
"701","SouthIsland.Williams.2005","GH7a27907e",172,-42,"NZ",11483.507,24.6000000000004,25.0500000000002,"annual","T","Temp12k","positive",-3.194,-3.322
"702","Soylegrotta.Lauritzen.1999","PYTBSFC6CTW",13.68,66.62,"NEU",9818.719,30.5750000000001,30.4249999999997,"annual","T","Temp12k","positive",3.337,3.374
"703","SP02.Adams.2010","PYTRVU3SGRP",-83.29,68.55,"NEN",8071.3,70,70,"summerOnly","T","Temp12k","positive",5.759,4.746
"704","Spaime.Hammarlund.2004","PYTE4BGWG4T",12.32,63.12,"NEU",10428.349,158.9015,156.207,"summerOnly","T","Temp12k","positive",9.127,10.104
"705","Spannagel.Fohlmeister.2012","LPD74b7663d",11.6667,47.1167,"WCE",9928.3,1.79999999999973,1.89999999999964,"annual","T","Temp12k","negative",-7.443,-8.032
"706","SprucePond.Shuman.2016","WEB7576b2ac",-74.2,41.24,"ENA",11858,60,60,"annual","T","Temp12k","positive",3.239,4.034
"707","SSDP_102.Kim.2004","T2L_SSDP_102_uk37_SST_from_uk37",128.881,34.953,"EAS",6870,60,60,"annual","T","Temp12k","positive",21.924,21.409
"708","StaroselskyMoch.Novenko.2018","RAftFZHtDFF",32.92,56.58,"WCE",9532,145,145,"annual","T","Temp12k","positive",-0.667,1.217
"709","Starvatn.Andresen.2008","PYTK1DNFLN5",-6.59,62.05,"NEU",9555.912,38.77,38.77,"summerOnly","T","Temp12k","positive",NA,26.42
"710","Station803.Bringue.2012","WEB1da17ab5",-135.8803,70.6328,"NWN",4333.15,70.6999999999998,70.6999999999998,"summerOnly","T","Temp12k","positive",5.543,NA
"711","Stazersee.Heiri.2015","RdMYb0NYnMr",9.8689,46.4962,"WCE",7970.154,117.454,117.454,"summerOnly","T","Temp12k","positive",NA,11.924
"712","Steel.Shuman.2016","WEB9789c890",-94.68,46.97,"CNA",11903.7,96.89,96.89,"annual","T","Temp12k","positive",-0.219,2.368
"713","StellaLake.Reinemann.2009","Ru90Iq5Epgy",-114.32,39.005,"WNA",6678.086,74.368,74.368,"summerOnly","T","Temp12k","positive",10.656,10.289
"714","Straldzhamire.Tonkov.2009","RRIojtgUFtZ",26.77,42.63,"MED",4356.94,160.71,170.35,"annual","T","Temp12k","positive",11.019,NA
"715","SU81_18.Bard.2000","T2L_SU81_18_uk37_SST_from_uk37",-10.183,37.767,"NAO",11447,393,400.5,"annual","T","Temp12k","positive",17.367,17.938
"716","SudobleLake.Elovicheva.1985","RKnJTIhDMzv",28.1,54.03,"WCE",10349.58,266.93,282.815,"annual","T","Temp12k","positive",4.908,6.047
"717","Sutherland.Shuman.2016","WEBdfc3b3d1",-74.2,41.39,"ENA",11862.6999,81.3613999999998,81.3613999999998,"annual","T","Temp12k","positive",3.392,3.512
"718","SV04.Rigual-Hernndez.2017","T2L_SV04_uk37_SST_from_uk37",13.899,74.957,"ARO",9760,133.5,135,"annual","T","Temp12k","positive",9.124,9.865
"719","Svanavatnet.Bjune.2008","RKGBoyglpjK",14.05,66.44,"NEU",8600.485,115.9825,116.299,"annual","T","Temp12k","positive",-0.827,0.588
"720","Svartvatnet-Norway.Seppa.2009","PYTF0TCBDSN",9.55,63.35,"NEU",8925,194.5,195,"summerOnly","T","Temp12k","positive",12.092,13.585
"721","Svartvatnet-Svalbard.Luoto.2018","ROLIF2bYUKe",15.676,76.895,"ARO",5555,130.5,131,"summerOnly","T","Temp12k","positive",4.606,6.544
"722","SwienskuhleDAHIII.Behre.1986","RLvTOvCOiO1",8.73,53.67,"NEU",6850.84,94.2200000000003,93.8400000000001,"annual","T","Temp12k","positive",9.538,8.674
"723","SwietokrzyskieLake.Makohonienko.1991","RbBDRBGatdB",17.6,52.54,"WCE",10777.64,54.1899999999996,54.4700000000001,"annual","T","Temp12k","positive",7.026,10.724
"724","Szymbark.Szczepanek.1989","RPFV4gD5Gp5",21.1,49.63,"WCE",10060.03,106.08,106.08,"annual","T","Temp12k","positive",7.011,8.344
"725","TALDICE.Mezgec.2017","Rzr1TEfhyeB",159.18,-72.82,"EAN",11987,18,18,"annual","T","Temp12k","positive",-36.344,-36.689
"726","TalkinTarn.Langdon.2004","R1QDGHIH68w",-2.71,54.92,"NEU",5637.255,122.549,122.549,"summerOnly","T","Temp12k","positive",14.104,13.632
"727","TanaLake.Loomis.2015","NAm2kHydro255",37.3,12,"NEAF",11220.018,208.98,208.0805,"annual","T","Temp12k","positive",14.403,20.857
"728","Tanganyika.Tierney.2008","WEB2f42be14",29.83,-6.72,"SEAF",10611,182,183,"annual","T","Temp12k","positive",NA,24.75
"729","TangledUpLake.Anderson.2001","WEBb9f39481",-149.075,67.6667,"NWN",6757,71.5,74,"summerOnly","T","Temp12k","positive",-21.878,-21.393
"730","Tarnowiec.Harmata.1987","RPgvdkQ2iJm",21.62,49.7,"WCE",10238.72,226.07,221.53,"annual","T","Temp12k","positive",2.755,6.616
"731","TauldintreBrazi.Toth.2015","RGDTw0z1ByL",22.9017,45.3964,"WCE",9833.93,85,85,"summerOnly","T","Temp12k","positive",NA,11.122
"732","TaulMuced.Diaconu.2017","RFipONYZrE4",24.545,47.5739,"WCE",6595,105,103,"summerOnly","T","Temp12k","positive",13.309,13.685
"733","Temje.Nazarova.2013","RZHD2qbGw9D",129.48,62.05,"ESB",10035,189,189,"summerOnly","T","Temp12k","positive",16.857,17.388
"734","TiancaiLake.Zhang.2017","R00MppLNlF5",99.72,26.63,"SAS",11976.395,56,55.5,"summerOnly","T","Temp12k","positive",7.643,8.111
"735","Tiavatnet.Seppa.2009","PYTHS3BFBJ9",9.42,63.05,"NEU",8926,105,105,"summerOnly","T","Temp12k","positive",11.12,12.469
"736","Tibetanus.Hammarlund.2002","PYTUVY5YO9W",18.7,68.33,"NEU",10198.1,236,236,"summerOnly","T","Temp12k","positive",10.216,13.027
"737","Tigalmamine.Cheddadi.1998","RGoGCWU3ZCt",-4.65,32.9,"MED",11793.7794,111.1505,119.3296,"annual","T","Temp12k","positive",-0.601,-0.52
"738","TK2.Porinchu.2019","WEB1a9dec29",-104.9457,66.3476,"NEN",9947,160,159,"summerOnly","T","Temp12k","positive",10.004,9.253
"739","TN057-17.Nielsen.2004","WEBc643c8dc",6,-50,"SOO",11965.23,45.27,45.27,"annual","T","Temp12k","positive",4.308,2.144
"740","TN062-0550.Barron.2018","WEBe7dad2eb",-124.573,40.8656,"WNA",5946.92,68.0300000000002,68.0300000000002,"winterOnly","T","Temp12k","positive",3.584,12.366
"741","Topptjonna.Paus.2011","RNOeIkUQCVD",9.67,62.38,"NEU",5690.10230000004,79.0285000000194,78.2912000000097,"summerOnly","T","Temp12k","positive",NA,9.885
"742","Tornetrask.Grudd.2002","PYT581AWKCZ",20,68,"NEU",7356,1,1,"summerOnly","T","Temp12k","positive",8.956,8.672
"743","Toskaljavri.Seppa.2002","RTOk5mcjdOx",21.47,69.2,"NEU",9500,85.7145,71.4290000000001,"summerOnly","T","Temp12k","positive",9.278,9.747
"744","TourbieredeLanorieHenri.Comtois.1982","M2Lppfxxw0rP",-73.3,45.99,"ENA",6355,223.5,223.5,"annual","T","Temp12k","positive",5.046,4.945
"745","TourbieredeLanorieStJean.Comtois.1982","M2Lf3zm167mP",-73.22,46,"ENA",5468,91,91,"annual","T","Temp12k","positive",4.558,NA
"746","TR163_22.Lea.2006","T2L_TR163_22_mgca_ruber_SST_from_mgca_ruber",-92.398,0.515,"EPO",10800,300,300,"annual","T","Temp12k","positive",NA,21.321
"747","TR163_22.Lea.2006","T2L_TR163_22_uk37_SST_from_uk37",-92.398,0.515,"EPO",10862.5,625,625,"annual","T","Temp12k","positive",NA,23.658
"748","TR163_22.Lea.2006","T2L_TR163_22_d18o_ruber_SST_from_d18o_ruber",-92.398,0.515,"EPO",10800,300,300,"annual","T","Temp12k","positive",NA,24.563
"749","TR163_31.Dubois.2009","T2L_TR163_31_uk37_SST_from_uk37",-83.9707,-3.6187,"EPO",6270,550,510,"annual","T","Temp12k","positive",NA,22.451
"750","Trehorningen.Antonsson.2007","PYTYAXHRPNM",11.6,58.55,"NEU",8894,164.408,164.408,"annual","T","Temp12k","positive",7.291,9.408
"751","Trettetjorn.Bjune.2005","PYTCTWLUCL5",7,60.72,"NEU",8459.312,127.929,127.929,"summerOnly","T","Temp12k","positive",9.761,12.367
"752","Troll28-03.Klitgard-Kristensen.2001","PYT7NHBFOF7",3.7333,60.8667,"NEU",9560,140,140,"summerOnly","T","Temp12k","positive",9.35,9.417
"753","Trout.Irvine.2012","PYTD948WIQW",-138.75,68.828,"NWN",11869,146.1,164,"summerOnly","T","Temp12k","positive",11.1,10.675
"754","Tsuolbmajavri.Korhola.2002","PYTXW9IIYVO",22.05,68.41,"NEU",10719.315,72.3209999999999,72.2784999999999,"summerOnly","T","Temp12k","positive",10.81,11.055
"755","Tsuolbmajavri.Korhola.2002","PYTWINY5YP7",22.05,68.41,"NEU",10719.315,72.3209999999999,72.2784999999999,"summerOnly","T","Temp12k","positive",11.239,11.055
"756","Tsuolbmajavri.Korhola.2002","PYTEQOAQT1K",22.05,68.41,"NEU",8942,67,67,"summerOnly","T","Temp12k","positive",10.724,11.545
"757","TTR17_434G.Rodrigo-Gamiz.2014","LPDe6c52b99",-4.3122,36.2052,"MED",11829.2,162.2,162.2,"annual","T","Temp12k","positive",19.269,20.357
"758","TTR17_434G.Rodrigo-Gamiz.2014","LPD44c75538_SST_from_Uk37",-4.3122,36.2052,"MED",11829.2,162.2,162.2,"annual","T","Temp12k","positive",19.183,20.153
"759","Tumbulovaty.Kultti.2004","RBCwBdRr3uN",59.57,67.12,"RAR",11165,264.3,264.3,"summerOnly","T","Temp12k","positive",14.346,15.878
"760","Turkana.Berke.2012","LPD9cc3baf6",36.537,2.7125,"NEAF",4929.317,82.4300000000003,82.4300000000003,"annual","T","Temp12k","positive",NA,24.932
"761","TwoYourtsLake.Nazarova.2013","RoZoLBD7dbj",160.105,56.82,"RFE",4335.442,131.75,133.066,"summerOnly","T","Temp12k","positive",11.746,NA
"762","Uitbergen.Verbruggen.1979","RTHzYBGNAHW",3.94,51.02,"WCE",3480.22,295.32,265.79,"annual","T","Temp12k","positive",8.901,NA
"763","UpperFly.Bunbury.2009","PYTXRLAM6GY",-138.09,61.07,"NWN",11950.504,244.7965,244.977000000001,"summerOnly","T","Temp12k","positive",12.276,13.648
"764","Valiranta.Kharinei.2015","RY7uUsK03D7",62.75,67.37,"RAR",11469.4,111.25,110.875,"summerOnly","T","Temp12k","positive",12.994,14.983
"765","Van.VanZeist.1978","RJ1PlcMDoUi",43,38.5,"WCA",10858.18,124.654999999999,132.26,"annual","T","Temp12k","positive",10.947,12.066
"766","Vatnamyri.Holmes.2011","R5WmG8mpYa1",-18.3,65.9,"GIC",3367,55.5,56,"summerOnly","T","Temp12k","positive",NA,NA
"767","Vernerovice.Peichlova.1979","Rype18ENY0T",16.2,50.62,"WCE",10781.5,334.78,338.665,"annual","T","Temp12k","positive",6.773,3.708
"768","VestreOykjamyrtorn.EPD","RtznZ64JsLy",6,59.82,"NEU",10948.38,171.79,173.055,"annual","T","Temp12k","positive",2.719,5.386
"769","VestreOykjamytjorn.Velle.2005","RVvqTnCQTPj",6,59.82,"NEU",11867.37516976,174.811484999999,177.319969999999,"summerOnly","T","Temp12k","positive",13.036,13.529
"770","Victoria.Berke.2012","WEB127ac992",33.1983,-1.2317,"SEAF",10570.763,189.84,186.522,"annual","T","Temp12k","positive",NA,23.862
"771","vikjordvatnet.Balascio.2012","PYTHQFCVRSQ",14.063,68.227,"NEU",11288,37,37,"annual","T","Temp12k","positive",0.12,0.126
"772","VM12_107.Schmidt.2012","T2L_VM12_107_mgca_ruber_SST_from_mgca_ruber",-66.63,11.33,"NSA",11353,204,206,"annual","T","Temp12k","positive",24.549,23.533
"773","VM12_107.Schmidt.2012","T2L_VM12_107_d18o_ruber_SST_from_d18o_ruber",-66.63,11.33,"NSA",11353,184,224.5,"annual","T","Temp12k","positive",28.16,27.459
"774","VM21_30.Koutavas.2003","T2L_VM21_30_mgca_ruber_SST_from_mgca_ruber",-89.683,-1.217,"EPO",10058,366,366,"annual","T","Temp12k","positive",NA,22.959
"775","VM21_30.Koutavas.2003","T2L_VM21_30_mgca_sacculifer_SST_from_mgca_sacculifer",-89.683,-1.217,"EPO",10058,387,387,"annual","T","Temp12k","positive",NA,24.336
"776","VM21_30.Koutavas.2003","T2L_VM21_30_uk37_SST_from_uk37",-89.683,-1.217,"EPO",9210,374,382,"annual","T","Temp12k","positive",NA,25.019
"777","VM21_30.Koutavas.2003","T2L_VM21_30_d18o_ruber_SST_from_d18o_ruber",-89.683,-1.217,"EPO",10058,366,366,"annual","T","Temp12k","positive",NA,24.883
"778","VM21_30.Koutavas.2003","T2L_VM21_30_d18o_sacculifer_SST_from_d18o_sacculifer",-89.683,-1.217,"EPO",10058,366,366,"annual","T","Temp12k","positive",NA,23.548
"779","VM28_122.Schmidt.2004","T2L_VM28_122_mgca_ruber_SST_from_mgca_ruber",-78.683,11.933,"SCA",8770,360,330,"annual","T","Temp12k","positive",NA,25.559
"780","VM28_122.Schmidt.2004","T2L_VM28_122_d18o_ruber_SST_from_d18o_ruber",-78.683,11.933,"SCA",8770,290,290,"annual","T","Temp12k","positive",NA,27.678
"781","Vostok.Vimeux.2002","GHe913d7ac",108,-78.5,"EAN",9840,20,20,"annual","T","Temp12k","positive",0.029,0.087
"782","Vuoksjavratje.Berntsson.2014","RtnsIQv2Pp1",15.72,66.25,"NEU",4944.444,100,100,"summerOnly","T","Temp12k","positive",10.468,NA
"783","VuolepNjakajaure.Heinrichs.2006","RuRSFTJPObx",18.75,68.33,"NEU",8878,230,229,"summerOnly","T","Temp12k","positive",0.477,-0.336
"784","vuoskkujavri.Bigler.2002","PYT5NNRROEV",19.1,68.33,"NEU",9965.89,171.83,171.83,"summerOnly","T","Temp12k","positive",11.344,11.858
"785","vuoskkujavri.Bigler.2002","PYTCDW3ELK3",19.1,68.33,"NEU",9965.88,171.829999999999,171.83,"summerOnly","T","Temp12k","positive",11.414,12.967
"786","vuoskkujavri.Bigler.2002","RT1Bytelilf",19.1,68.33,"NEU",8333.54,171.83,171.83,"annual","T","Temp12k","positive",-0.365,0.469
"787","Wachel3.Doerfler.1989","RxEPVgNeOJJ",8.87,53.44,"NEU",9925.9,73.18,73.18,"annual","T","Temp12k","positive",9.413,6.844
"788","WachseldornUntermoos.Oeschger.1980","RJMuYNva9bv",7.74,46.82,"WCE",10791.51,157.01,157.01,"annual","T","Temp12k","positive",7.265,6.953
"789","WAISDivide.Cuffey.2016","WEBf4040255",-112.08,-79.4676,"WAN",11997.36,1.73000000000002,1.73000000000002,"annual","T","Temp12k","positive",-30.266,-29.689
"790","WAISDivide.Fegyveresi.2016","WEB7f2f016d",-112.08,-79.4676,"WAN",5059.5,91,90.5,"annual","T","Temp12k","positive",-30.573,NA
"791","Waxeckalm.Huettemann.1987","RGWemwytx8C",11.83,47.03,"WCE",7663.74,100.365,98.6249999999995,"annual","T","Temp12k","positive",6.12,5.543
"792","WCA3BGumboLimboFarTail.Willard.2001","M2Lms7eo3jnP",-80.5056,25.7747,"ENA",4609,336,368.5,"annual","T","Temp12k","positive",23.532,NA
"793","WCA3BGumboLimboMarsh.Willard.2001","M2Lz07o8f1sP",-80.5111,25.7789,"ENA",4302,172.5,160,"annual","T","Temp12k","positive",23.477,NA
"794","WestOkoboji.VanZant.1979","M2L89nzt2ckP",-95.2,43.33,"CNA",10692,87,87,"annual","T","Temp12k","positive",6.387,4.658
"795","WhitePond.Krause.2019","WEB1f75199d",-80.7767,34.168,"ENA",11643.1,211.5,211.35,"annual","T","Temp12k","positive",16.8,16.775
"796","WiggenhallSt.Germans.Waller.1994","RoeFXt7UD1Q",0.34,52.69,"NEU",5119.28,131.68,131.68,"annual","T","Temp12k","positive",9.632,NA
"797","WilderSeebeimRuhestein.EPD","RFVTO3m1qP4",8.24,48.57,"WCE",9257.55,30.0999999999999,29.1949999999999,"annual","T","Temp12k","positive",10.398,11.94
"798","WIND28K.Kiefer.2006","T2L_WIND28K_d18o_ruber_SST_from_d18o_ruber",51.0128,-10.1538,"MDG",7510,380,380,"annual","T","Temp12k","positive",NA,23.446
"799","Windy.Chase.2008","WEBf35d2722",-117.8772,49.8133,"WNA",11251,171.5,170,"summerOnly","T","Temp12k","positive",9.57,10.269
"800","Wonderkrater.Truc.2013","Rp2JYWaTx52",28.7507,-24.4391,"ESAF",11460,294.5,293,"annual","T","Temp12k","positive",1.695,2.044
"801","Woryty.EPD","ReWrRAaxLgp",20.2,53.75,"WCE",10634.63,179.395,189.709999999999,"annual","T","Temp12k","positive",6.435,10.691
"802","Ximencuo.Herzschuh.2014","RF0gr6pQtHK",101.1035,33.3792,"EAS",11797,201,203,"annual","T","Temp12k","positive",-1.72,0.065
"803","XingyunLake.Wu.2018","LPDf97892fc",102.79,24.34,"EAS",11622,208,206,"summerOnly","T","Temp12k","positive",23.036,25.977
"804","Yakumo.Leipe.2013","LPD27f34021",140.26,42.28,"EAS",5466,100,141.5,"annual","T","Temp12k","positive",9.167,7.3
"805","Yanou.Foster.2016","WEB911b3b41",-58.96,-62.221,"WAN",5730,122,126,"summerOnly","T","Temp12k","positive",1.807,0.5
"806","Yarnyshnoe.Seppa.2008","PYTZVO3IV03",36.07,69.07,"NEU",10620.21,207.97,209.22,"summerOnly","T","Temp12k","positive",NA,11.89
"807","Ylimysneva.Huttunen.1990","RnT1vXlxV0s",22.87,62.13,"NEU",9453.86,195.030000000001,195.030000000001,"annual","T","Temp12k","positive",0.722,3.562
"808","Zabieniec.Plociennik.2011","RC2dWewDD1P",19.7811,51.8519,"WCE",10430.089,162.736,162.196,"summerOnly","T","Temp12k","positive",NA,0.177
"809","Zalozhtsy.Bezusko.1992","RCsdIg28KWg",25.45,49.75,"WCE",9600.78,289.36,273.46,"annual","T","Temp12k","positive",6.055,6.039
"810","Zbudovskablata.Rybnickova.1975","RqepDp2u3w6",14.33,49.83,"WCE",8751.72,325.76,325.76,"annual","T","Temp12k","positive",NA,3.995
