"","dataset","tsid","longitude","latitude","ipccReg","recordRange","recordRes","recordResPlus","season","climInterp","source","direction","ka_0.5","ka_6"
"169","GeoB10069_3.Gibbons.2014","T2L_GeoB10069_3_mgca_ruber_SST_from_mgca_ruber",120.0153,-9.0099,"SEA",11518.977,74.1220000000001,74.1225,"annual","T","Temp12k","positive",26.975,28.391
"170","GeoB10069_3.Gibbons.2014","T2L_GeoB10069_3_d18o_ruber_SST_from_d18o_ruber",120.0153,-9.0099,"SEA",11518.977,74.1220000000001,74.1225,"annual","T","Temp12k","positive",29.099,29.263
"171","GeoB1023_5.Kim.2002","T2L_GeoB1023_5_uk37_SST_from_uk37",11.0117,-17.1572,"WSAF",11630,160,170,"annual","T","Temp12k","positive",20.019,21.423
"172","GeoB1023_5.Kim.2002","T2L_GeoB1023_5_d18o_bulloides_SST_from_d18o_bulloides",11.0117,-17.1572,"WSAF",11554,156,156,"annual","T","Temp12k","positive",19.751,20.243
"173","GeoB12605_3.Kuhnert.2014","RvgMFNdDqju_SST_from_planktic0x2EMgCa",39.1082,-5.5732,"SEAF",8375,28,28,"annual","T","Temp12k","positive",NA,29.115
"174","GeoB12615_4.Romahn.2014","T2L_GeoB12615_4_mgca_ruber_SST_from_mgca_ruber",39.8408,-7.1383,"SEAF",11156,192,192,"annual","T","Temp12k","positive",27.622,26.808
"175","GeoB12615_4.Romahn.2014","T2L_GeoB12615_4_d18o_ruber_SST_from_d18o_ruber",39.8408,-7.1383,"SEAF",11156,96,96,"annual","T","Temp12k","positive",27.337,27.81
"176","GeoB1711_4.Kirst.1999","T2L_GeoB1711_4_uk37_SST_from_uk37",12.3767,-23.315,"WSAF",11400,500,500,"annual","T","Temp12k","positive",18.845,19.374
"177","GeoB17419_1.Hollstein.2018","T2L_GeoB17419_1_d18o_ruber_SST_from_d18o_ruber",144.4997,-2.8147,"EPO",10128,418.099999999999,399.85,"annual","T","Temp12k","positive",28.924,28.235
"178","GeoB3104_1.Arz.1998","T2L_GeoB3104_1_d18o_sacculifer_SST_from_d18o_sacculifer",-37.7167,-3.6667,"NES",10370,370,370,"annual","T","Temp12k","positive",NA,26.951
"179","GeoB3104_1.Arz.1998","T2L_GeoB3104_1_d18o_ruber_pink_SST_from_d18o_ruber_pink",-37.7167,-3.6667,"NES",10370,370,370,"annual","T","Temp12k","positive",NA,25.718
"180","GeoB3129_1.Weldeab.2006","T2L_GeoB3129_1_mgca_ruber_SST_from_mgca_ruber",-36.6367,-4.6133,"NES",11740,165,160,"annual","T","Temp12k","positive",27.487,27.705
"181","GeoB3129_1.Weldeab.2006","T2L_GeoB3129_1_d18o_ruber_SST_from_d18o_ruber",-36.6367,-4.6133,"NES",11740,165,160,"annual","T","Temp12k","positive",27.735,27.624
"182","GeoB3129_1.Weldeab.2006","T2L_GeoB3129_1_d18o_sacculifer_SST_from_d18o_sacculifer",-36.6367,-4.6133,"NES",11660,170,170,"annual","T","Temp12k","positive",28.971,28.642
"183","GeoB3129_1.Weldeab.2006","T2L_GeoB3129_1_d18o_ruber_pink_SST_from_d18o_ruber_pink",-36.6367,-4.6133,"NES",11660,170,170,"annual","T","Temp12k","positive",27.872,27.307
"184","GeoB33131.Lamy.2002","T2L_GeoB33131_uk37_SST_from_uk37",-74.3,-41,"SWS",6940,83.5,84,"annual","T","Temp12k","positive",14.538,15.103
"185","GeoB33131.Lamy.2002","T2L_GeoB33131_d18o_pachyderma_SST_from_d18o_pachyderma",-74.3,-41,"SWS",6878,46,46.5,"annual","T","Temp12k","positive",14.512,15.169
"186","GeoB3910_2.Arz.2001","T2L_GeoB3910_2_uk37_SST_from_uk37",-36.345,-4.245,"NES",10629,290,303,"annual","T","Temp12k","positive",NA,29.086
"187","GeoB3910_2.Arz.2001","T2L_GeoB3910_2_d18o_sacculifer_SST_from_d18o_sacculifer",-36.345,-4.245,"NES",10454,99,99,"annual","T","Temp12k","positive",27.658,28.885
"188","GeoB4905_4.Weldeab.2005","T2L_GeoB4905_4_mgca_ruber_pink_SST_from_mgca_ruber_pink",9.384,2.5,"CAF",11850,180,180,"annual","T","Temp12k","positive",29.502,30.043
"189","GeoB4905_4.Weldeab.2005","T2L_GeoB4905_4_d18o_ruber_pink_SST_from_d18o_ruber_pink",9.384,2.5,"CAF",11850,180,180,"annual","T","Temp12k","positive",28.127,31.042
"190","GeoB5844_2.Arz.2003","T2L_GeoB5844_2_uk37_SST_from_uk37",34.6817,27.714,"ARP",10938,301.8,299.5,"annual","T","Temp12k","positive",28.604,27.588
"191","GeoB5844_2.Arz.2003","T2L_GeoB5844_2_d18o_ruber_SST_from_d18o_ruber",34.6817,27.714,"ARP",9432,301.8,301.8,"annual","T","Temp12k","positive",27.149,27.051
"192","GeoB5901_2.Kim.2004","T2L_GeoB5901_2_uk37_SST_from_uk37",-7.0713,36.38,"MED",8790,20,20,"annual","T","Temp12k","positive",NA,19.556
"193","GeoB6518_1.Schefu.2005","T2L_GeoB6518_1_uk37_SST_from_uk37",11.2217,-5.5883,"CAF",11822,120,110,"annual","T","Temp12k","positive",24.692,23.939
"194","GeoB6518_1.Schefu.2005","T2L_GeoB6518_1_d18o_ruber_SST_from_d18o_ruber",11.2217,-5.5883,"CAF",11822,142,142,"annual","T","Temp12k","positive",26.237,27.837
"195","GeoB65181_MBT.Weijers.2007","GHd6662417",11.2,-5.6,"CAF",11820.091,127.1455,114.625,"annual","T","Temp12k","positive",24.394,24.662
"196","GeoB7702_3.Castaneda.2010","T2L_GeoB7702_3_tex86_SST_from_tex86",34.0667,31.652,"MED",11542,192,192,"annual","T","Temp12k","positive",24.688,23.387
"197","GeoB7702_3.Castaneda.2010","T2L_GeoB7702_3_uk37_SST_from_uk37",34.0667,31.652,"MED",11309,266,266,"winterOnly","T","Temp12k","positive",21.803,20.702
"198","GeoB7926_2.Kim.2012","T2L_GeoB7926_2_uk37_SST_from_uk37",-18.4517,20.2133,"SAH",11726.99,491.375,491.375,"annual","T","Temp12k","positive",20.106,20.47
"199","GeoB7926_2.Kim.2012","T2L_GeoB7926_2_tex86_SST_from_tex86",-18.4517,20.2133,"SAH",11726.99,491.375,491.375,"annual","T","Temp12k","positive",19.561,19.352
"200","GeoB9307_3.Weldeab.2014","T2L_GeoB9307_3_mgca_ruber_SST_from_mgca_ruber",37.38,-18.565,"ESAF",11872,142,145.5,"annual","T","Temp12k","positive",25.293,25.725
"201","GeoB9307_3.Weldeab.2014","T2L_GeoB9307_3_tex86_SST_from_tex86",37.38,-18.565,"ESAF",11987.2,128.9,132.200000000001,"annual","T","Temp12k","positive",25.901,26.745
"202","GeoB9307_3.Weldeab.2014","T2L_GeoB9307_3_d18o_ruber_SST_from_d18o_ruber",37.38,-18.565,"ESAF",11872,149,152.5,"annual","T","Temp12k","positive",27.514,27.243
"203","GeoB9310_4.Weldeab.2014","T2L_GeoB9310_4_mgca_ruber_SST_from_mgca_ruber",37.0415,-19.2018,"ESAF",11527.484,97.3829999999998,98.4179999999997,"annual","T","Temp12k","positive",25.16,25.341
"204","GeoB9310_4.Weldeab.2014","T2L_GeoB9310_4_d18o_ruber_SST_from_d18o_ruber",37.0415,-19.2018,"ESAF",11527.484,90.3330000000005,91.3190000000004,"annual","T","Temp12k","positive",26.68,27.141
"205","GEOFAR_KF16_MgCa.Repschlager.2016","LPD736982dd_SST_from_Mg0x2FCa",-31.1283,37.999,"NAO",10734,78,75.5,"annual","T","Temp12k","positive",20.755,21.821
"206","GGC19.Farmer.2011","PYT6D3JR7SB",-155.51,72.16,"NWN",6096.47,134,134.8,"annual","T","Temp12k","positive",2.852,2.109
"207","Giecz.Milecka.2002","Rd6Oiv4cg6q",17.36,52.32,"WCE",8899.49,116.955,112.825,"annual","T","Temp12k","positive",7.814,11.981
"208","Giering.Bortenschlager.1976","RKyXg0f8sCz",12.36,47.47,"WCE",10782.9,154.110000000001,158.675,"annual","T","Temp12k","positive",5.133,5.026
"209","GIK17049_6.Jung.1996","T2L_GIK17049_6_d18o_bulloides_SST_from_d18o_bulloides",-26.725,55.26,"NAO",10800,97.5,97,"annual","T","Temp12k","positive",10.022,12.388
"210","GIK17049_6.Jung.1996","T2L_GIK17049_6_d18o_pachyderma_SST_from_d18o_pachyderma",-26.725,55.26,"NAO",9009,338,319,"annual","T","Temp12k","positive",NA,9.81
"211","GIK17051_3.Jung.1996","T2L_GIK17051_3_d18o_bulloides_SST_from_d18o_bulloides",-31.99,56.1633,"NAO",11126,203,203,"annual","T","Temp12k","positive",9.774,10.764
"212","GIK17051_3.Jung.1996","T2L_GIK17051_3_d18o_pachyderma_SST_from_d18o_pachyderma",-31.99,56.1633,"NAO",10710,236.5,260,"annual","T","Temp12k","positive",6.267,10.15
"213","GIK17748-2.Kim.2002","PYTQY9TKRS3_SST_from_Uk37",-72.0333,-32.75,"SWS",10810,470,470,"annual","T","Temp12k","positive",NA,17.935
"214","GIK17940_2.Pelejero.1999","T2L_GIK17940_2_uk37_SST_from_uk37",117.3833,20.1167,"EAS",11932,122.5,123,"annual","T","Temp12k","positive",27.395,27.055
"215","GIK17940_2.Pelejero.1999","T2L_GIK17940_2_d18o_ruber_SST_from_d18o_ruber",117.3833,20.1167,"EAS",11951.75,27.5,27.375,"annual","T","Temp12k","positive",28.614,28.276
"216","GIK18287_3.Kienast.2001","T2L_GIK18287_3_uk37_SST_from_uk37",110.6615,5.663,"SEA",8592,207,207,"annual","T","Temp12k","positive",NA,29.287
"217","GIK18287_3.Kienast.2001","T2L_GIK18287_3_d18o_ruber_SST_from_d18o_ruber",110.6615,5.663,"SEA",8592,153.5,154,"annual","T","Temp12k","positive",NA,30.458
"218","GiK18515_3","R7fm0TgPac4_SST_from_planktic0x2EMgCa",119.36,-3.6298,"SEA",11767,50,50,"annual","T","Temp12k","positive",30.646,30.583
"219","GIK23258_2.Martrat.2003","T2L_GIK23258_2_uk37_SST_from_uk37",13.9685,74.9981,"ARO",11240,120,120,"annual","T","Temp12k","positive",8.833,10.07
"220","GIK23258_2.Martrat.2003","T2L_GIK23258_2_d18o_pachyderma_SST_from_d18o_pachyderma",13.9685,74.9981,"ARO",11330,34,34,"annual","T","Temp12k","positive",6.481,6.472
"221","GIK23258.Sarnthein.2003","WEB3c877daf",14,75,"ARO",11178,34,34,"annual","T","Temp12k","positive",4.025,2.987
"222","Gilltjarnen.Antonsson.2006","PYTRNLIY93N",15.83,60.08,"NEU",10236.573,147.971,145.304,"summerOnly","T","Temp12k","positive",13.977,13.125
"223","Gilltjarnen.Antonsson.2006","PYT6LCMKNSQ",15.83,60.08,"NEU",8743.89,89.4980000000005,89.0169999999998,"annual","T","Temp12k","positive",5.025,6.106
"224","GISP2.Kobashi.2017","LPD315357f3",-38.5,72.6,"GIC",11512,1,1,"annual","T","Temp12k","positive",-31.408,-30.584
"225","Glaswaldsee.EPD","RCdkGYUfpeV",8.25,48.43,"WCE",9898.45,50.1349999999993,50.6099999999997,"annual","T","Temp12k","positive",9.145,11.554
"226","Gloppsjon.Seppa.2009","PYTVPO5NXEA",16.53,59.83,"NEU",8971.748,108.8475,107.994000000001,"annual","T","Temp12k","positive",4.691,7.515
"227","GodziszewskieLake.Miotk.1986","R2omRGlE3NW",18.55,54.09,"WCE",9308.78,83.8400000000001,83.52,"annual","T","Temp12k","positive",5.922,7.108
"228","GondoAlpjen.Welten.1982","Rc2ObsVyF57",8.11,46.21,"WCE",6426.31,143.08,145.4,"annual","T","Temp12k","positive",2.489,6.948
"229","Gosciaz.Welten.1982","RgkQUSYm0tI",19.35,52.58,"WCE",10977.95,50.3099999999999,50.4449999999999,"annual","T","Temp12k","positive",6.841,10.59
"230","Gould.Anderson.2008","M2Lxbc1e0kaP",-69.32,44.98,"ENA",10918,225.5,233,"annual","T","Temp12k","positive",5.407,5.24
"231","GraechenSee.Krisai.2006","Rn31CYQ7kF0",7.85,46.2,"WCE",8293.31,92.6100000000001,96.5800000000002,"annual","T","Temp12k","positive",2.939,5.994
"232","Graham.Fuller.1997","M2LrfsovzqmP",-77.35,45.18,"ENA",10979,39,39,"annual","T","Temp12k","positive",5.384,5.351
"233","GrandeBriere.Visset.1979","R1IFPSGR8D4",-2.25,47.37,"WCE",4698.07,115.88,116.39,"annual","T","Temp12k","positive",8.845,NA
"234","GravelRidge.Lamb.1985","M2L7yts2zmyP",-62.63,55.03,"NEN",7232,178,187,"annual","T","Temp12k","positive",-1.105,-1.45
"235","Grenadier.McAndrews.1988","M2L56xlqdy9P",-79.47,43.64,"ENA",4619,50,47,"annual","T","Temp12k","positive",6.374,NA
"236","GreyIslands.Cullen.2002","M2L2jfcsqvbP",-55.52,50.77,"NEN",10816,144,144,"annual","T","Temp12k","positive",-0.277,12.931
"237","GRIP.Vinther.2006","PYTZPNPWL0E",-37.63,72.58,"GIC",12000,0,20,"annual","T","Temp12k","positive",-35.292,-34.847
"238","Grostjorn.Eide.2009","PYTXLQJX3FB",7.73,58.53,"NEU",8887,149,146.5,"summerOnly","T","Temp12k","positive",14.296,14.602
"239","Gunnarsfjorden.Allen.2007","RCP5UgOcOkR",28.17,71.04,"NEU",9091.922,98.5749999999998,99.7630000000004,"summerOnly; winterOnly","T","Temp12k","positive",-0.461,0.647
"240","GYXO.Self.2015","RznCZXhHXPN",92.1731,68.165,"RAR",3398,272,272,"summerOnly","T","Temp12k","positive",12.478,NA
"241","H214.Samson.2005","RypmpVeFWPB",177.4392,-36.9225,"NZ",11070,670,785,"annual","T","Temp12k","positive",0.139,1.929
"242","Haengstli.Heeb.1972","RzyRCrnQ01a",7.83,46.79,"WCE",7622.67,156.545,157.030000000001,"annual","T","Temp12k","positive",6.336,6.731
"243","Hail.Cwynar.1995","PYTW12WS22J",-129.02,60.03,"NWN",11267,138,139,"winterOnly","T","Temp12k","positive",6.767,0.378
"244","Hail.Cwynar.1995","PYT1URDUH1H",-129.02,60.03,"NWN",9851,185,185,"summerOnly","T","Temp12k","positive",3.56,-0.306
"245","Hallet.McKay.2009","PYTQ80LZ9WG",-146.2389,61.4919,"NWN",8193.062,11.7485,11.7465,"summerOnly","T","Temp12k","positive",1.928,3.87
"246","Hams.Bennett.1987","M2L7thzxje2P",-80.41,43.24,"ENA",10840,120.5,128,"annual","T","Temp12k","positive",8.299,7.843
"247","Hamundarstadhahals.Caseldine.2006","R7nzsIEPl8l",-18.45,65.97,"GIC",3052.105,89.880000000001,89.8800000000001,"summerOnly","T","Temp12k","positive",NA,NA
"248","Hanging.Cwynar.1982","M2L9ewaug0vP",-138.38,68.38,"NWN",10279.7,260,316.8,"annual","T","Temp12k","positive",-3.989,-1.888
"249","Hani.Zheng.2017","WEB1fa182ff",126.517,42.2167,"EAS",11960,154.1,155,"annual","T","Temp12k","positive",5.199,11.022
"250","HAP0212.vanderBilt.2016","LPD5c89a1b5",11.52,79.26,"ARO",10583.6,108,108.2,"summerOnly","T","Temp12k","positive",-19.409,-18.078
"251","Harrie.King.1986","M2Luuo6xgosP",-66.95,52.93,"NEN",6708,238.5,249,"annual","T","Temp12k","positive",-4.099,-3.035
"252","Haugtjern.Eide.2009","PYTA1GJPYJV",10.88,60.83,"NEU",8878,136,135.5,"summerOnly","T","Temp12k","positive",13.751,14.831
"253","Haukdalsvatn.Larsen.2013","PYTHKXK8JQ3",-21.37,65.03,"GIC",9926.989,20.0140000000001,20.0140000000001,"summerOnly","T","Temp12k","positive",-2.514,0.771
"254","HavredeCrabec.Coutard.2006","R42P7vN8SSD",-1.28,49.68,"WCE",6832.87,127.29,127.29,"annual","T","Temp12k","positive",10.358,9.751
"255","HawkeHillsKettle.Macpherson.1982","M2Lum6m09hnP",-53.13,47.32,"NAO",7681,204,204,"annual","T","Temp12k","positive",3.1,2.533
"256","HeihaiLake.Chang.2017","RiGB29gyPkL",100.07,27.36,"EAS",5188,117,117,"summerOnly","T","Temp12k","positive",7.777,NA
"257","HeshangCave.Wang.2018","WEB4f8fa23d",110.4167,30.45,"EAS",8734,91,88,"annual","T","Temp12k","positive",18.409,19.38
"258","HiddenLakeCA.Potito.2006","RIRxCH0hUy2",-119.5365,38.2613,"WNA",11940.93,244.595,241.83,"summerOnly","T","Temp12k","positive",17.94,18.321
"259","High.Fuller.1997","M2Lh5wgkh8bP",-76.6,44.52,"ENA",10566,40.5,40.5,"annual","T","Temp12k","positive",5.529,5.331
"260","Hinterburgsee.Heiri.2015","RD1FZyd0zs4",8.0677,46.7176,"WCE",9231.635,177.2245,179.511,"summerOnly","T","Temp12k","positive",NA,11.191
"261","Hinterburgseeli.EPD","RwrQPSdvMms",8.07,46.72,"WCE",10918.27,143.79,149.43,"annual","T","Temp12k","positive",4.922,6.545
"262","Hirvijaervi.Luoto.2010","RbSONPxSQmW",25.23,60.51,"NEU",11500,223.3,224.8,"summerOnly","T","Temp12k","positive",14.791,17.081
"263","Hjort.Schmidt.2011","PYT88A4DF9B",-18.767,76.433,"GIC",9285,254,251.5,"summerOnly","T","Temp12k","positive",-0.671,0.432
"264","HjortSo.Wagner.2008","WEB6caee137",-18.7614,76.4331,"GIC",9638,189,190,"summerOnly","T","Temp12k","positive",4.04,7.19
"265","HLY03_05GC.Mohtadi.2008","T2L_HLY03_05GC_d18o_pachyderma_SST_from_d18o_pachyderma",-63.2578,81.6214,"GIC",10118,53,53,"annual","T","Temp12k","positive",-1.25,-1.656
"266","HLY0501.deVernal.2013","PYT9Y0BB33N",-157.52,72.6947,"ARO",7984.05,90.5,75.97,"annual","T","Temp12k","positive",2.351,2.282
"267","HM03_133_25.Solignac.2008","RGBciJa69Zj",-6.07,60.11,"NEU",9471,91,90,"annual","T","Temp12k","positive",0.113,-1.026
"268","Holebudalen.Seppa.2009","PYT7BRB3XHJ",6.98,59.83,"NEU",9475.74,263.215,263.215,"summerOnly","T","Temp12k","positive",-1.106,0.223
"269","Holebudalen.Seppa.2009","PYT38GE0NJ3",6.98,59.83,"NEU",10705.48,263.219999999999,263.219999999999,"summerOnly","T","Temp12k","positive",9.383,10.048
"270","Holtjaernen.Giesecke.2008","RAertBwRhYB",14.9264,60.6519,"NEU",11364,105,104.5,"winterOnly","T","Temp12k","positive",-8.688,-4.527
"271","Holzmaar.Litt.2009","RiqkBNqHL3T",6.8833,50.1167,"WCE",10875,40,40.5,"annual","T","Temp12k","positive",0.522,-0.129
"272","HomesteadScarp.McGlone.2010","GH194ddf83",169.138,-52.5518,"SOO",11656.375,52.8199999999999,52.8199999999999,"summerOnly","T","Temp12k","positive",8.99,8.914
"273","Honeymoon.Cwynar.1991","RIlNg5PrONi",-138.4,64.63,"NWN",10778,116.5,142,"annual","T","Temp12k","positive",-0.775,0.363
"274","HopeSimpson.Engstrom.1985","M2L8rmkdbgxP",-56.43,52.45,"NEN",10517,213,213,"annual","T","Temp12k","positive",-2.365,-3.953
"275","HU73_031_7.Keigwin.1995","T2L_HU73_031_7_d18o_ruber_SST_from_d18o_ruber",-55.2483,42.9783,"NAO",11200,220,220,"annual","T","Temp12k","positive",15.381,16.852
"276","HU73_031_7.Keigwin.1995","T2L_HU73_031_7_d18o_pachyderma_SST_from_d18o_pachyderma",-55.2483,42.9783,"NAO",11200,220,220,"annual","T","Temp12k","positive",5.221,7.632
"277","HU84.deVernal.2013","PYTHNY32G95",-57.507,58.3677,"NEN",6328.4,138.9,138.2,"annual","T","Temp12k","positive",NA,5.51
"278","HU87033_87017PC.Andrews.1999","T2L_HU87033_87017PC_d18o_pachyderma_SST_from_d18o_pachyderma",-56.1767,54.6165,"NEN",11182,93,92.5,"annual","T","Temp12k","positive",1.94,2.134
"279","HU87033_87018PC.Andrews.1999","T2L_HU87033_87018PC_d18o_pachyderma_SST_from_d18o_pachyderma",-56.0583,54.7952,"NEN",8728,391,404,"annual","T","Temp12k","positive",1.432,2.421
"280","HU90_013_013.Hillaire-Marcel.1994","T2L_HU90_013_013_d18o_pachyderma_SST_from_d18o_pachyderma",-48.3733,58.2098,"GIC",10083,238,235,"annual","T","Temp12k","positive",NA,6.386
"281","HU90.deVernal.2013","PYT67GRFWKV",-48.3733,58.2098,"GIC",8436.7,133.6,133.8,"annual","T","Temp12k","positive",NA,5.643
"282","HU91-039-008.Levac.2001","PYTBX6EGUAD",-74.3317,77.2667,"NEN",5207,99.3999999999999,98.5999999999999,"annual","T","Temp12k","positive",NA,0.712
"283","Hudson.Clegg.2011","PYTI3HL2Q73",-145.6667,61.9,"NWN",9553.66,98.828,97.6560000000001,"summerOnly","T","Temp12k","positive",11.989,11.686
"284","HulunLake.Wen.2009","LPD25ffc1d5",117.5,49.13,"ESB",11009.2,73.2000000000007,73.2000000000007,"annual","T","Temp12k","positive",-0.417,0.038
"285","HumberPond3.McAndrews.1989","M2L1araoamkP",-79.48,43.64,"ENA",4090,78,88.5,"annual","T","Temp12k","positive",7.157,NA
"286","HumberPond5.McAndrews.1989","M2Lbkd197eqP",-79.49,43.64,"ENA",3879,121,121,"annual","T","Temp12k","positive",6.896,NA
"287","HurlegLake.Zhao.2013","WEB857d0da0",96.91,37.28,"ECA",8180,42,41,"summerOnly","T","Temp12k","positive",0.127,-2.565
"288","Hvitarvatn.Larsen.2013","PYTIFNEXCAM",-19.85,64.6167,"GIC",9926.989,20.0140000000001,20.0140000000001,"summerOnly","T","Temp12k","positive",-5.877,3.157
"289","Hypkana.Hajkova.2016","RMZxFXZy3Ew",22.1636,48.9131,"WCE",6845,341.5,342,"summerOnly","T","Temp12k","positive",NA,12.979
"290","Igaliku.Massa.2012","PYT03KZQAVB",-45.43,61,"GIC",9492.5,75.1000000000004,75.0500000000001,"summerOnly","T","Temp12k","positive",576.762,204.5
"291","Iglutalik.Kerwin.2004","M2L3khz4mxcP",-66.08,66.14,"NEN",8186.1,124.7,124.700000000001,"annual","T","Temp12k","positive",-11.017,-9.134
"292","Indian.Bjorck.1985","M2L73grsf22P",-90.45,50.92,"NEN",4470,152,152,"annual","T","Temp12k","positive",NA,-1.751
"293","IOW225514BAY.Emeis.2003","T2L_IOW225514_uk37_SST_from_uk37",8.704,57.838,"NEU",5980,60,60,"annual","T","Temp12k","positive",10.307,12.632
"294","IOW225517BAY.Emeis.2003","T2L_IOW225517_uk37_SST_from_uk37",7.091,57.667,"NEU",9570,100,100,"annual","T","Temp12k","positive",NA,13.105
"295","Irvin.Cushing.1982","M2L7vpov9ueP",-93.64,47.14,"CNA",10531,273,253,"annual","T","Temp12k","positive",4.042,5.123
"296","Isbenttjonn.Seppa.2009","PYTV6QSJN0Y",7.43,59.77,"NEU",8621.74,141.565,143.34,"summerOnly","T","Temp12k","positive",11.644,12.798
"297","Isokaerret.Asplund.1989","RXzd4kwZ1XC",22.13,60.22,"NEU",4231.68,102.76,102.76,"annual","T","Temp12k","positive",2.689,NA
"298","Jake.Kerwin.2005","PYT8O5BE482",-65.15,63.67,"NEN",7822.295,258.779,254.3405,"summerOnly","T","Temp12k","positive",7.775,8.175
"299","JamesRossIsland.Mulvaney.2012","WEB3c95e135",-57.685,-64.2017,"WAN",11900,100,100,"annual","T","Temp12k","positive",-0.485,0.122
"300","JinchueanBog.Yu.2013","WEB222fb2bd",126.37,42.33,"EAS",5732,24,24,"summerOnly","T","Temp12k","positive",5.579,5.143
"301","JM01-1199.Hald.2007","PYTFYIETUXB",14.36,71.99,"NEU",11884.414,55.4049999999997,55.4049999999997,"summerOnly","T","Temp12k","positive",8.425,8.004
"302","JM96-1207.Solignac.2013","PYTGAQBO3C8",-29.35,68.1,"GIC",9470.17,99.6999999999998,99.6999999999998,"annual","T","Temp12k","positive",4.232,4.131
"303","JPC42.Caniupan.2014","WEB387ae876",-74.383,-49.917,"SSA",8261.971204,139.604166,139.604166,"summerOnly","T","Temp12k","positive",11.086,12.714
"304","JPC67.Bertrand.2017","WEB32a51a83",-69.4632,-54.3199,"SSA",11796,178,179,"annual","T","Temp12k","positive",9.836,10.06
"305","JR01.Fortin.2017","PYT6CZBVE1E",-95.07,69.9,"NEN",6942.5,102,97,"summerOnly","T","Temp12k","positive",7.354,7.872
"306","JR01Chironomid.Fortin.2017","RhF20RCQseU",-95.07,69.9,"NEN",6915,43.5,44.5,"summerOnly","T","Temp12k","positive",5.279,7.149
"307","JR244_GC528.Roberts.2016","T2L_JR244_GC528_uk37_SST_from_uk37",-58.0405,-53.013,"SSA",10890,345,330,"annual","T","Temp12k","positive",5.391,7.257
"308","JR51GC_35.Bendle.2007","T2L_JR51GC_35_uk37_SST_from_uk37",-17.5766,66.5996,"GIC",10108.76,93.6799999999998,93.6799999999998,"winterOnly","T","Temp12k","positive",9.923,9.584
"309","K2.Fallu.2005","PYT0P81RJWL",-65.9342,58.7347,"NEN",6704.176,61,61,"summerOnly","T","Temp12k","positive",13.327,14.451
"310","Kaartlamminsuo.Rankama.1988","RyLPf9ScmVz",24.22,60.73,"NEU",4741.17,76.55,76.525,"annual","T","Temp12k","positive",2.304,NA
"311","KaiteCobreMayor.MartinChivelet.2011","LPDb676e71d",-3.8496,42.7918,"MED",3899,3,3,"annual","T","Temp12k","positive",0.052,NA
"312","Kansjon.EPD","RwoxLw4fCEO",14.53,57.63,"NEU",10249.8,389.715,400.3,"annual","T","Temp12k","positive",4.582,7.501
"313","KardashinskiSwamp.Kremenetski.1995","R1qHmKcT6AU",32.62,46.52,"WCE",8915.14,199.09,201.19,"annual","T","Temp12k","positive",14.686,11.77
"314","Karujarv.EPD","RDGYulsMSkK",22.2,58.38,"NEU",7888.73,96.1900000000001,95.22,"annual","T","Temp12k","positive",3.368,5.982
"315","Keele.Szeicz.1995","M2Lhapfah89P",-127.62,64.17,"NWN",10888,275.4,275.4,"annual","T","Temp12k","positive",-8.592,-8.053
"316","Kenosee.Porter.1992","M2L0pm7wjobP",-102.3,49.82,"CNA",5444,203,203,"annual","T","Temp12k","positive",2.996,6.536
"317","KeystoneIronbog.Fall.1985","M2L8o4qa5uuP",-107.03,38.87,"WNA",8921,311,322,"annual","T","Temp12k","positive",1.436,-1.528
"318","Kharinei.Jones.2011","R3kXLCnhtdi",62.7507,67.3628,"RAR",11479.125,315.816,315.816,"summerOnly","T","Temp12k","positive",12.884,13.134
"319","Khatanga-12Lake.Syrykh.2017","RchrJSmu2H9",102,73,"RAR",6706.983,223.967,226.231,"summerOnly","T","Temp12k","positive",13.444,11.946
"320","KinderlinskayaCave.Baker.2017","WEB6f612252",56.9,54.2,"EEU",11659,9,10,"winterOnly","T","Temp12k","positive",-10.885,-11.869
"321","Kinnshaugen.Seppa.2009","PYTT5VJ1IP1",10.37,62.02,"NEU",8766,196,196,"summerOnly","T","Temp12k","positive",13.015,13.939
"322","Klotjaernen.Pollen.Sweden","RHTI56Pxs41",16.4044,61.8211,"NEU",9463.8508,89.8899999999994,92.8149999999996,"winterOnly","T","Temp12k","positive",-9.605,-2.433
"323","klotjarnen.Seppa.2009","PYT4160KEY4",16.4044,61.8211,"NEU",8930.874,118.681999999999,118.681999999999,"annual","T","Temp12k","positive",3.685,6.281
"324","KNR159_5_36GGC.Carlson.2008","T2L_KNR159_5_36GGC_d18o_ruber_SST_from_d18o_ruber",-45.5333,-27.5267,"SES",10870,640,640,"annual","T","Temp12k","positive",NA,24.622
"325","KNR159_JPC26.Antonarakou.2015","T2L_KNR159_JPC26_mgca_ruber_lato_SST_from_mgca_ruber_lato",-92.027,26.374,"CNA",9690,350,350,"annual","T","Temp12k","positive",24.75,25.455
"326","KNR159_JPC26.Antonarakou.2015","T2L_KNR159_JPC26_mgca_ruber_stricto_SST_from_mgca_ruber_stricto",-92.027,26.374,"CNA",9690,350,350,"annual","T","Temp12k","positive",27.344,28.251
"327","KNR159_JPC26.Antonarakou.2015","T2L_KNR159_JPC26_d18o_ruber_lato_SST_from_d18o_ruber_lato",-92.027,26.374,"CNA",9690,350,350,"annual","T","Temp12k","positive",25.835,29.479
