"","dataset","tsid","longitude","latitude","ipccReg","Category","recordRange","recordRes","recordResPlus","season","climInterp","source"
"531","MinnetonkaCave.Lundeen.2013","GH250fcb25",-111.5187,42.088,"WNA","isotope",11114.595,6.80199999999968,6.79549999999989,"winterOnly","T","Temp12k"
"532","MireSaviku.Sarv.1975","Rjo3neVs3tA",27.23,58.4,"NEU","pollen",10529.61,156.299999999999,156.45,"annual","T","Temp12k"
"533","MittlereHellelen.Welten.1982","R4ZD9cQexvE",7.84,46.28,"WCE","pollen",10739.15,156.650000000001,152.645,"annual","T","Temp12k"
"534","MLake.Ritchie.1977","M2L1es9v20zP",-133.47,68.27,"NWN","pollen",10699,102.5,110,"annual","T","Temp12k"
"535","Moanatuatua.Jara.2017","WEB9af63008",175.37,-37.92,"NZ","pollen",11852.2,101.6,101.55,"annual","T","Temp12k"
"536","Mohawk.Webb.1986","M2Ln2l8gcheP",-73.29,41.82,"ENA","pollen",10672,307,307,"annual","T","Temp12k"
"537","MonheganIslandMeadow.Bostwick.1978","M2Ld2ou4usrP",-69.3,43.77,"ENA","pollen",10752,185.95,177,"annual","T","Temp12k"
"538","Moon.Grimm.1996","M2L7p5fn09cP",-98.16,46.86,"CNA","pollen",10879,81,80.5,"annual","T","Temp12k"
"539","MoorAlpenrose.Weirich.1980","R80Zur79Zc7",11.76,47,"WCE","pollen",10698.91,238.465,239.48,"annual","T","Temp12k"
"540","MoorimWeissenstadterForst.Hahne.1992","RzyEckXGPZe",11.88,50.14,"WCE","pollen",6963.31,136.73,143.965,"annual","T","Temp12k"
"541","MooseLake.Clegg.2010","RHLePxbL9rI",-143.5988,61.3742,"NWN","chironomid",5999.234,37.9120000000003,38.4425000000001,"summerOnly","T","Temp12k"
"542","Moraine.Hansen.1985","M2Lthi33n58P",-58.05,52.27,"NEN","pollen",10582,228.5,229,"annual","T","Temp12k"
"543","MountHoney.McGlone.2010","GH73726cce",169.1625,-52.5,"SOO","pollen",11821.333,114.08,114.08,"summerOnly","T","Temp12k"
"544","MR003-K03-PC01.Harada.2004","T2L_PC01_uk37_SST_from_uk37",152.53,46.32,"RFE","alkenone",11339.686,87.088,87.088,"summerOnly","T","Temp12k"
"545","MSM05_5_712_2.Werner.2013","T2L_MSM05_5_712_2_mgca_pachyderma_SST_from_mgca_pachyderma",6.7672,78.9157,"ARO","Mg/Ca",11715.365,97.5739999999996,97.5739999999997,"annual","T","Temp12k"
"546","MSM05_5_712_2.Werner.2013","T2L_MSM05_5_712_2_d18o_pachyderma_SST_from_d18o_pachyderma",6.7672,78.9157,"ARO","isotope",8680.29,48.7870000000003,48.7870000000003,"annual","T","Temp12k"
"547","MSM05-712.Muller.2013","PYTS0ELQKO1",6.767,78.916,"ARO","other microfossil",9541.55,134.85,136.7,"annual","T","Temp12k"
"548","MSM055_712-2.Werner.2015","LPDa0c5bf8a",6.7672,78.9157,"ARO","other microfossil",11532,58,58,"annual","T","Temp12k"
"549","MSM055_723-2.Werner.2015","LPD95b2b1f9",5.3378,79.161,"ARO","other microfossil",11888,65,65,"annual","T","Temp12k"
"550","MSM343300.Ouellet-Bernier.2014","R7NCYvaRppQ",-54.002,68.4719,"GIC","other microfossil",9326,52,53,"annual","T","Temp12k"
"551","MV1014_09MC.Hertzberg.2016","T2L_MV1014_09MC_tex86_SST_from_tex86",-85.3333,-0.6938,"EPO","other biomarker",4660.496,272.367,242.104,"annual","T","Temp12k"
"552","MV1014_09MC.Hertzberg.2016","T2L_MV1014_09MC_mgca_ruber_SST_from_mgca_ruber",-85.3333,-0.6938,"EPO","Mg/Ca",4357.867,484.2075,484.208,"annual","T","Temp12k"
"553","MV99_PC14.Marchitto.2010","T2L_MV99_PC14_mgca_bulloides_SST_from_mgca_bulloides",-112.7167,25.2012,"NCA","Mg/Ca",9777.6,41.5,41.3499999999999,"annual","T","Temp12k"
"554","Myrtle.Janssen.1968","M2Lryhea56aP",-93.39,47.98,"CNA","pollen",10906,138.5,151,"annual","T","Temp12k"
"555","Myrvatn.Seppa.2009","PYTG8DTT9X6",16.38,68.65,"NEU","pollen",8820.11,247.58,247.58,"summerOnly","T","Temp12k"
"556","NA87_22.Duplessy.1992","RO0fn3HkrCf",-14.5833,55.5,"NAO","other microfossil",11542.847168,296.792886,297.310678,"annual","T","Temp12k"
"557","Nalengcuo.Opitz.2015","R2iEguO3VtJ",99.75,31.1,"TIB","pollen",11778.831,124.09,124.09,"annual","T","Temp12k"
"558","Naujg1.Willemse.1999","PYT6W4ZFN6N",-51.9667,66.6667,"GIC","biophysical",9069,14,14,"summerOnly","T","Temp12k"
"559","Nautajarvi.Seppa.2009","PYTJ3JMX39H",24.7,61.8,"NEU","pollen",8947,36,36,"annual","T","Temp12k"
"560","Nedlouc.Larouche.1981","M2Lks0hut9wP",-71.65,57.65,"NEN","pollen",4073,235,181,"annual","T","Temp12k"
"561","NevadoHuascaran.Thompson.1995","IC95THHU02D",-77.5,-9,"NWS","isotope",12000,100,100,"annual","T","Temp12k"
"562","NGRIP.NGRIP.2004","GH26a3a772",-42.32,75.1,"GIC","isotope",12000,20,20,"annual","T","Temp12k"
"563","Nikolay.Andreev.2004","R7xfSla4XGC",124.1933,73.3259,"RAR","pollen",9780,409.5,410,"summerOnly","T","Temp12k"
"564","NikolayLake.Andreev.2004","RmF8m0ywgsv",124.2,73.33,"RAR","chironomid",10115,407.5,410,"summerOnly","T","Temp12k"
"565","NIOP_C2_905_PC.Huguet.2006","T2L_NIOP_C2_905_PC_uk37_SST_from_uk37",51.9333,10.7833,"NEAF","alkenone",11918,169,169,"annual","T","Temp12k"
"566","NIOP_C2_905_PC.Huguet.2006","T2L_NIOP_C2_905_PC_tex86_SST_from_tex86",51.9333,10.7833,"NEAF","other biomarker",11918,169,169,"annual","T","Temp12k"
"567","Njakajaure.Bigler.2006","PYTK055L6OA",18.78,68.33,"NEU","other microfossil",8744,242,245,"summerOnly","T","Temp12k"
"568","Njulla.Larocque.2004","RmQKXILNmID",18.7,68.37,"NEU","chironomid",8949.615,183.16,183.16,"summerOnly","T","Temp12k"
"569","NorthCraterLake.Palmer.2002","WEB571a8fc4",-120.02,49.07,"WNA","chironomid",11637.586,219.184,207.2325,"summerOnly","T","Temp12k"
"570","NorthGRIP.Gkinis.2014","WEB5e35a876",-42.32,75.1,"GIC","other ice",11850,10,10,"annual","T","Temp12k"
"571","NorthLake.Axford.2013","PYTRGDDL048",-50.0267,69.2417,"GIC","chironomid",7101.53,302.339999999999,302.34,"summerOnly","T","Temp12k"
"572","NorthPond.Whitehead.1978","M2Lfwuhv0pjP",-73.05,42.65,"ENA","pollen",10335,300,320,"annual","T","Temp12k"
"573","NussbaumerSeen.Rsch.1995","RfS6nLBgBZ2",8.82,47.62,"WCE","pollen",10921.05,129.07,129.07,"annual","T","Temp12k"
"574","Nutt.Bennett.1987","M2LvnfrppdsP",-79.45,45.22,"ENA","pollen",10546,101,132.5,"annual","T","Temp12k"
"575","OCE326_GGC26.Keigwin.2005","T2L_OCE326_GGC26_d18o_pachyderma_SST_from_d18o_pachyderma",-54.8664,43.4833,"NAO","isotope",10056.25,62.5,62.5,"annual","T","Temp12k"
"576","OCE326_GGC26.Keigwin.2005","T2L_OCE326_GGC26_uk37_SST_from_uk37",-54.8664,43.4833,"NAO","alkenone",11730,110,110,"annual","T","Temp12k"
"577","OCE326_GGC30.Sachs.2007","T2L_OCE326_GGC30_uk37_SST_from_uk37",-62.7953,43.8853,"ENA","alkenone",11990,70,70,"annual","T","Temp12k"
"578","ODP_165_999A.Schmidt.2004","T2L_ODP_165_999A_mgca_ruber_SST_from_mgca_ruber",-78.7393,12.744,"SCA","Mg/Ca",8130,450,340,"annual","T","Temp12k"
"579","ODP_165_999A.Schmidt.2004","T2L_ODP_165_999A_d18o_ruber_SST_from_d18o_ruber",-78.7393,12.744,"SCA","isotope",8130,450,340,"annual","T","Temp12k"
"580","ODP_167_1019C.Barron.2003","T2L_ODP_167_1019C_uk37_SST_from_uk37",-124.932,41.6829,"WNA","alkenone",11800,130,130,"annual","T","Temp12k"
"581","ODP_175_1078C.Kim.2003","T2L_ODP_175_1078C_uk37_SST_from_uk37",13.4,-11.921,"WSAF","alkenone",11900,250,250,"annual","T","Temp12k"
"582","ODP_175_1084B.Farmer.2005","T2L_ODP_175_1084B_mgca_bulloides_SST_from_mgca_bulloides",13.0278,-25.5139,"WSAF","Mg/Ca",11961,66,65.5,"annual","T","Temp12k"
"583","ODP_178_1098B.Shevenell.2011","T2L_ODP_178_1098B_tex86_SST_from_tex86",-64.208,-64.8619,"WAN","other biomarker",11688.97,70.1799999999998,70.5099999999998,"annual","T","Temp12k"
"584","ODP162_984.Came.2007","T2L_ODP162_984_mgca_pachyderma_d_SST_from_mgca_pachyderma_d",-24.0824,61.4253,"NAO","Mg/Ca",9869.1,80.5999999999985,80.5999999999985,"annual","T","Temp12k"
"585","ODP162_984.Came.2007","T2L_ODP162_984_d18o_pachyderma_d_SST_from_d18o_pachyderma_d",-24.0824,61.4253,"NAO","isotope",10653.5,77.5999999999995,77.5499999999997,"annual","T","Temp12k"
"586","ODP658C_UK37.Zhao.1995","LPDb217bdbexxxx_SST_from_Uk37",-18.58,20.75,"SAH","alkenone",11835,98,98,"annual","T","Temp12k"
"587","ODP658C.deMenocal.1997","LPD493f1394xxxx",-18.6,20.8,"SAH","other microfossil",11784,108,98,"annual","T","Temp12k"
"588","Olive-backedLake.Self.2015","RWhiKajgudD",158.8582,56.2012,"RFE","chironomid",4605,92,90.5,"summerOnly","T","Temp12k"
"589","OltushLake.EPD","R4Kh3OLslvX",23.96,51.7,"WCE","pollen",10476.82,271.09,260.285,"annual","T","Temp12k"
"590","OregonCaves.Ersek.2012","GHe7662255",-123.416,42.083,"WNA","isotope",7757.46,2.57999999999993,2.57999999999993,"winterOnly","T","Temp12k"
"591","Ospitale.Watson.1996","R9nRxnnlMq9",10.78,44.16,"MED","pollen",6245.42,114.17,115.7,"annual","T","Temp12k"
"592","Ostrowite.Milecka.2002","RGbAjislfPd",17.6,53.79,"WCE","pollen",10501.45,73.3400000000001,80.9549999999999,"annual","T","Temp12k"
"593","P1003.Sejrup.2011","PYTMVGBLPHG_SST_from_d18O",5.2553,63.7622,"NEU","isotope",7880.341,10.1950000000002,10.1860000000001,"annual","T","Temp12k"
"594","P178_15P.Tierney.2016","T2L_P178_15P_uk37_SST_from_uk37",44.3,11.955,"NEAF","alkenone",11807,152,152,"annual","T","Temp12k"
"595","P178_15P.Tierney.2016","T2L_P178_15P_tex86_SST_from_tex86",44.3,11.955,"NEAF","other biomarker",11807,152,152,"annual","T","Temp12k"
"596","P178_15P.Tierney.2016","T2L_P178_15P_mgca_ruber_SST_from_mgca_ruber",44.3,11.955,"NEAF","Mg/Ca",11820,152,152,"annual","T","Temp12k"
"597","P178_15P.Tierney.2016","T2L_P178_15P_d18o_ruber_SST_from_d18o_ruber",44.3,11.955,"NEAF","isotope",11820,152,152,"annual","T","Temp12k"
"598","P1B3.deVernal.2005","PYTTTRD8PMK",-162.66,73.683,"ARO","other microfossil",9500.39,49.8999999999996,49.8999999999996,"annual","T","Temp12k"
"599","PannelBridge.Waller.1993","RzpuGYfIHLy",0.68,50.91,"NEU","pollen",10676.05,61.9800000000005,61.9800000000005,"annual","T","Temp12k"
"600","ParkPond1.Lynch.1998","M2Lubfra1b3P",-109.96,43.47,"WNA","pollen",5006,224,221,"annual","T","Temp12k"
"601","PathLake.Neil.2014","GH47c8e274",-64.93,43.87,"ENA","pollen",9114,42.5,44,"annual","T","Temp12k"
"602","PC_1.Chang.2015","T2L_PC_1_d18o_ruber_SST_from_d18o_ruber",128.4133,31.4583,"EAS","isotope",11906.16,75.7780000000002,75.7780000000002,"annual","T","Temp12k"
"603","PC6.Minoshima.2007","T2L_PC6_uk37_SST_from_uk37",143.5,40.4,"EAS","alkenone",11455,41,41,"annual","T","Temp12k"
"604","PeatlandKlukva.Novenko.2015","RFnBSJqZOIU",36.25,53.83,"WCE","pollen",9228,222,222,"annual","T","Temp12k"
"605","PechoraLake.Andren.2015","ROuKCaB3W1T",163.13,59.2933,"RFE","chironomid",9560,152.5,155,"summerOnly","T","Temp12k"
"606","Pella.Lim.2016","RRY0jogRrD7",19.135,-29.0011,"WSAF","pollen",11500,100,100,"annual","T","Temp12k"
"607","Penny.Fisher.1998","PYTSIOJ5D6Y",-66.75,67.25,"NEN","isotope",11780,10,10,"annual","T","Temp12k"
"608","PerchLake_Manitoba.Ritchie.NA","M2Lmx8lcp55P",-100.9,51.65,"NEN","pollen",5972,108,108,"annual","T","Temp12k"
"609","PerchLake_ON.Terasmae.1975","M2Lyi1ajruwP",-77.34,46.03,"ENA","pollen",10700,176,176,"annual","T","Temp12k"
"610","Pingwang.Li.2018","R47g8nheBej",120.64,30.96,"EAS","pollen",6735,115,115,"annual","T","Temp12k"
"611","Pixie.Brown.2002","M2Leha3eu5bP",-124.2,48.6,"WNA","pollen",10735,144,148,"annual","T","Temp12k"
"612","PL-96.Voronina.2013","PYTE6TL93XT",42.6052,71.7363,"RAR","other microfossil",8358.44,137.51,138.06,"annual","T","Temp12k"
"613","PL07_39PC.Lea.2003","T2L_PL07_39PC_mgca_ruber_SST_from_mgca_ruber",-65.9417,10.7,"NSA","Mg/Ca",11656,148,148.5,"annual","T","Temp12k"
"614","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_ruber_SST_from_d18o_ruber",-65.9417,10.7,"NSA","isotope",11656,149,149.5,"annual","T","Temp12k"
"615","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_ruber_pink_SST_from_d18o_ruber_pink",-65.9417,10.7,"NSA","isotope",10592,333.8635,334,"annual","T","Temp12k"
"616","PL07_39PC.Lea.2003","T2L_PL07_39PC_d18o_bulloides_SST_from_d18o_bulloides",-65.9417,10.7,"NSA","isotope",11656,148,148.5,"annual","T","Temp12k"
"617","PlateauRemote.MosleyThompson.1996","WEB2fbd7e47",43,-84,"EAN","isotope",3950,10,10,"annual","T","Temp12k"
"618","PlatypusTarn.Rees.2010","RwUGHZyJRVj",146.5868,-42.6734,"SAU","chironomid",11756.406,224.050999999999,219.583,"summerOnly","T","Temp12k"
"619","PogoniaBog.Cushing.1979","M2L2pv1afjnP",-93.63,45.04,"CNA","pollen",10895,171.5,171.5,"annual","T","Temp12k"
"620","PointEscuminac.Warner.1991","M2L55sfpyavP",-64.8,47.08,"ENA","pollen",10628,114,120.5,"annual","T","Temp12k"
"621","PolandSpring.Jacobson.Ja","M2Lhfe9p1b1P",-70.35,44.03,"ENA","pollen",10853,300,297,"annual","T","Temp12k"
"622","PolevaCave.Constantin.2007","WEB21765f70",21.747,44.7144,"MED","isotope",9070,60,60,"annual","T","Temp12k"
"623","Posy.Shafer.1989","M2Liaj596e6P",-111.7,37.94,"WNA","pollen",8490.9,315,315,"annual","T","Temp12k"
"624","PotrokAike.Massaferro.2013","RrJegNZeUh6",-70.38,-51.96,"SSA","chironomid",11926.544,101.6,101.6,"annual","T","Temp12k"
"625","PP10-07.Mary.2016","LPD24407fc4",-2.228,43.677,"MED","other microfossil",9728,51,52,"annual","T","Temp12k"
"626","PrazRodet.Shotyk.1997","RUMQl9vuJeH",6.17,46.57,"WCE","pollen",10679.5,56.75,56.75,"annual","T","Temp12k"
"627","PSh-5159N.Risebrobakken.2011","PYT0IFU85C3",22.6333,71.35,"NEU","other microfossil",11327.651,159.158,160.279,"annual","T","Temp12k"
"628","PSh-5159N.Risebrobakken.2011","PYT5QHZ4RLO",22.6333,71.35,"NEU","alkenone",11018.003,94.2170000000006,94.2170000000006,"summerOnly","T","Temp12k"
"629","PTHE.Self.2015","R4EA7xKol5Q",92.1789,68.2033,"RAR","chironomid",3864,217,236,"summerOnly","T","Temp12k"
"630","PuertodeLosTornos.Penalba.1989","RH1ejnzYAyc",-3.43,43.15,"MED","pollen",9674.91,254.2,254.2,"annual","T","Temp12k"
"631","PupukeChironomid.VandenBos.2018","RpbgDFH9OsU",174.7662,-36.7803,"NZ","chironomid",11169,187,181,"summerOnly","T","Temp12k"
"632","PupukePollen.VandenBos.2018","ReEnzeIOExA",174.77,-36.78,"NZ","pollen",10740,204,203,"annual","T","Temp12k"
"633","PusciznaRekowianska.Obidowicz.1993","RvmcU2wvWXo",19.82,49.48,"WCE","pollen",10921.91,132.175,132.225,"annual","T","Temp12k"
"634","Qinghai.Hou.2016","LPDbfac52bb",100.137,36.8112,"EAS","alkenone",11652,146,146,"summerOnly","T","Temp12k"
"635","Qipisarqo.Frechette.2009","PYTIYA2IC5S",-47.75,61,"GIC","pollen",8626,220,220,"summerOnly","T","Temp12k"
"636","Quartz.Wooller.2012","PYT66RBVNK6",-145.814,64.206,"NWN","chironomid",10172,193.5,203,"summerOnly","T","Temp12k"
"637","Queens.Moser.1990","M2Lha822fsjP",-110.57,64.12,"NWN","pollen",8840.4,182.1,182.1,"annual","T","Temp12k"
"638","Radtke.Webb.1983","M2Lbp57wnhkP",-88.1,43.4,"ENA","pollen",10908,238,247,"annual","T","Temp12k"
"639","Raigastvere.Seppa.2004","PYTD73YMWR3",26.65,58.58,"NEU","pollen",8923,99.5,96.25,"annual","T","Temp12k"
"640","RaigastvereLake.Pirrus.1987","RdbNEBCu3Ry",26.67,58.6,"NEU","pollen",10898.21,108.56,109.25,"annual","T","Temp12k"
"641","rainbow.Clegg.2011","PYTZOBOLJRG",-150.8,60.7167,"NWN","chironomid",11955.126,313.691000000001,312.598,"summerOnly","T","Temp12k"
"642","Ranger.Brubaker.1983","RXEc3JaUSUk",-153.65,67.15,"NWN","pollen",11323,323,323,"annual","T","Temp12k"
"643","RAPiD_12_1K.Thornalley.2010","T2L_RAPiD_12_1K_mgca_bulloides_SST_from_mgca_bulloides",-17.8197,62.0905,"GIC","Mg/Ca",11840,65,65,"annual","T","Temp12k"
"644","RAPiD_12_1K.Thornalley.2010","T2L_RAPiD_12_1K_d18o_bulloides_SST_from_d18o_bulloides",-17.8197,62.0905,"GIC","isotope",11840,60,60,"annual","T","Temp12k"
"645","Rapid.Fall.1994","M2L6aaquiz9P",-109.19,42.73,"WNA","pollen",10599,341.5,345,"annual","T","Temp12k"
"646","Ratasjoen.Velle.2005","PYTM75R3NFI",9.83,62.27,"NEU","chironomid",11606.917,150.396,150.4,"summerOnly","T","Temp12k"
"647","RC12-10.Poore.2003","WEBd5f320fe",-95.53,23,"NCA","other microfossil",11283.415,62.24,62.2950000000001,"winterOnly","T","Temp12k"
"648","RC24_08GC.Arbuszewski.2013","T2L_RC24_08GC_mgca_ruber_SST_from_mgca_ruber",-11.9,-1.3366,"EAO","Mg/Ca",7870,541.5,542,"annual","T","Temp12k"
"649","RC24_08GC.Arbuszewski.2013","T2L_RC24_08GC_d18o_ruber_SST_from_d18o_ruber",-11.9,-1.3366,"EAO","isotope",7870,541.5,542,"annual","T","Temp12k"
"650","RC27_23.Overpeck.1996","T2L_RC27_23_d18o_bulloides_SST_from_d18o_bulloides",57.59,17.993,"ARP","isotope",11670,333,333,"annual","T","Temp12k"
"651","RC27_28.Overpeck.1996","T2L_RC27_28_d18o_bulloides_SST_from_d18o_bulloides",57.59,17.903,"ARS","isotope",7041,256.5,266,"annual","T","Temp12k"
"652","RedRock.Maher.1972","M2Lj3ejix02P",-105.54,40.08,"WNA","pollen",10688.8,241.4,241.4,"annual","T","Temp12k"
"653","Reiarsdalvatnet.Seppa.2009","PYTLC5FYZTA",7.78,58.32,"NEU","pollen",8890.29,113.375,114.56,"summerOnly","T","Temp12k"
"654","Reidel.Almquist-Jacobson.1992","M2Lgneiy358P",-95.28,46.21,"CNA","pollen",10787,298.5,297,"annual","T","Temp12k"
"655","Renland.Johnsen.1992","PYTUAENTJO2",-26.7,71.3,"GIC","isotope",11640,20,20,"annual","T","Temp12k"
"656","RiviereFeuilles2.Larouche.1981","M2Lwxwvqju6P",-71.95,58.22,"NEN","pollen",5122,237.5,240.5,"annual","T","Temp12k"
"657","RR1313_23PC.MoffaSanchez.2019","RrXL5yQhooZ_SST_from_Mg0x2FCa",145.6703,-4.4939,"SEA","Mg/Ca",10676.5,125.75,125.5,"annual","T","Temp12k"
"658","Ruila.Seppa.2004","PYTH254O9NJ",24.43,59.17,"NEU","pollen",10012.5,305.25,305.2,"annual","T","Temp12k"
"659","Rukatunturi.Hicks.1985","Rk9wmJSBiX2",29.15,66.17,"NEU","pollen",5516.95,374.32,374.32,"annual","T","Temp12k"
"660","s53s52.KaislahtiTillman.2010","PYTJ6FGBAO9",-104.2083,59.8917,"NEN","isotope",6168.296,182.3985,192,"summerOnly","T","Temp12k"
"661","SacredLake.Loomis.2012","GH401cbc9d",37.53,0.08,"SEAF","other biomarker",11777,213,213,"annual","T","Temp12k"
"662","SaegistalseePollen.Wick.2003","R3Snc0P3mi3",7.98,46.68,"WCE","pollen",8945.37,37.3200000000006,40.3400000000001,"annual","T","Temp12k"
"663","SaharaSandWetland.Rao.2019","WEB3a8703e6",88.3573,48.1204,"WSB","isotope",10965,37,38,"summerOnly","T","Temp12k"
"664","Saint-JeanOrleans.Richard.1981","M2LyqddixcyP",-70.93,46.93,"ENA","pollen",6418,309,309,"annual","T","Temp12k"
"665","SaintCalixte.Larouche.NA","M2Luwan852aP",-73.87,45.96,"ENA","pollen",10711,375,386,"annual","T","Temp12k"
"666","SaintThomas.Voeltzel.1987","RxUtcuAADeo",-1.75,47.27,"WCE","pollen",6794.92,64.08,64.08,"annual","T","Temp12k"
"667","SaintViaudContin.Bernard.1996","R4rQaKneurq",-2.02,47.27,"WCE","pollen",7150.65,77.9000000000003,77.9000000000005,"annual","T","Temp12k"
"668","SaladaPequena.EPD","RK3DipzaeJ8",-0.22,41.03,"MED","pollen",4360.67,90.3800000000001,90.3800000000001,"annual","T","Temp12k"
"669","SchwarzseeobSoelden.Ilyashuk.2011","RhcdDYg86PD",10.95,46.97,"WCE","chironomid",7107.886,58.5360000000001,58.4330000000009,"summerOnly","T","Temp12k"
"670","SchwarzseeReschenscheideck.Welten.1982","RJ7e97qSKPK",10.48,46.87,"WCE","pollen",10970.17,465.04,431.280000000001,"annual","T","Temp12k"
"671","ScreamingLynxLake.Clegg.2011","R70zKk7ZGum",-145.4,66.0667,"NWN","chironomid",10589,55,55,"summerOnly","T","Temp12k"
"672","SecretLake.Lasher.2017","Rv85dcUllsQ",-68.66,76.58,"GIC","isotope",7045,278,285.5,"summerOnly","T","Temp12k"
"673","Sfl4-1.Willemse.1999","PYTXQZAZD6M",-50.2833,67.0833,"GIC","biophysical",7388,13,13,"summerOnly","T","Temp12k"
"674","Sharkey.Shuman.2016","WEB81ce5808",-93.41,44.59,"CNA","pollen",11114.6,31.1000000000004,31.7999999999997,"annual","T","Temp12k"
"675","SihailongwanMaar.Stebich.2015","LPD575ea390",126.6,42.28,"EAS","pollen",11842,61,61,"summerOnly","T","Temp12k"
"676","SipleDomeA.Das.2008","WEB8d90dc28",-148.82,-81.65,"WAN",NA,11704,1,2,NA,NA,"Temp12k"
"677","Sixteen.Futyma.1986","M2L2xbh2w6zP",-84.32,45.6,"ENA","pollen",8213,246,247,"annual","T","Temp12k"
"678","sjuuodjijaure.Rosen.2001","PYTTYZNWOYL",18.07,67.37,"NEU","pollen",9359.764,184.7725,183.325,"summerOnly","T","Temp12k"
"679","sjuuodjijaure.Rosen.2001","PYTN99W834C",18.07,67.37,"NEU","chironomid",9280.552,193.528,192.061000000001,"summerOnly","T","Temp12k"
"680","sjuuodjijaure.Rosen.2001","PYT4HOSEYKO",18.07,67.37,"NEU","other microfossil",9317,186,184.5,"summerOnly","T","Temp12k"
"681","SK237_GC04.Saraswat.2013","T2L_SK237_GC04_mgca_ruber_SST_from_mgca_ruber",74.9993,10.9775,"SAS","Mg/Ca",11830,110,110,"annual","T","Temp12k"
"682","SK237_GC04.Saraswat.2013","T2L_SK237_GC04_d18o_ruber_SST_from_d18o_ruber",74.9993,10.9775,"SAS","isotope",11830,110,110,"annual","T","Temp12k"
"683","Skrzetuszewskie.Litt.2001","RYLGNrM0mIK",17.36,52.55,"WCE","pollen",10751.62,122.49,128.08,"annual","T","Temp12k"
"684","Sluggan.Smith.1991","RNsd247y3UK",-6.26,54.78,"NEU","pollen",10899.49,103.535,103.535,"annual","T","Temp12k"
"685","SN-6.Tiwari.2015","LPD5f9ad71d_SST_from_Mg0x2FCa",74.133,12.486,"SAS","Mg/Ca",4617.98,116.13,116.13,"annual","T","Temp12k"
"686","SO136_GC11.Barrows.2007","T2L_SO136_GC11_uk37_SST_from_uk37",167.8507,-43.44,"NZ","alkenone",11790,280,280,"annual","T","Temp12k"
"687","SO189_039KL.Mohtadi.2014","T2L_SO189_039KL_mgca_ruber_SST_from_mgca_ruber",99.9085,-0.79,"SEA","Mg/Ca",11580,50,50,"annual","T","Temp12k"
"688","SO189_039KL.Mohtadi.2014","T2L_SO189_039KL_d18o_ruber_SST_from_d18o_ruber",99.9085,-0.79,"SEA","isotope",11580,50,50,"annual","T","Temp12k"
"689","SO189_119KL.Mohtadi.2014","T2L_SO189_119KL_mgca_ruber_SST_from_mgca_ruber",96.3167,3.5167,"SEA","Mg/Ca",11720,290,290,"annual","T","Temp12k"
"690","SO189_119KL.Mohtadi.2014","T2L_SO189_119KL_d18o_ruber_SST_from_d18o_ruber",96.3167,3.5167,"SEA","isotope",11720,290,290,"annual","T","Temp12k"
"691","SO189_144KL.Mohtadi.2014","T2L_SO189_144KL_d18o_ruber_SST_from_d18o_ruber",98.066,1.155,"SEA","isotope",11869,74,74,"annual","T","Temp12k"
"692","SO42_74KL.Huguet.2006","T2L_SO42_74KL_tex86_SST_from_tex86",57.347,14.321,"ARS","other biomarker",10820,275,300,"annual","T","Temp12k"
"693","SO42_74KL.Huguet.2006","T2L_SO42_74KL_uk37_SST_from_uk37",57.347,14.321,"ARS","alkenone",11070,250,275,"annual","T","Temp12k"
"694","SO42_74KL.Huguet.2006","T2L_SO42_74KL_d18o_ruber_SST_from_d18o_ruber",57.347,14.321,"ARS","isotope",11070,300,300,"annual","T","Temp12k"
"695","SO42_74KL.Huguet.2006","RRDZgNq0gYv",57.347,14.321,"ARS","other microfossil",11516.79,330.57,330.57,"annual","T","Temp12k"
"696","SO90_56KA.Doose-Rolinski.2001","RfOqYf6ktxg",65.916,24.833,"SAS","alkenone",4877,17,18,"annual","T","Temp12k"
"697","SO90_63KA.Staubwasser.2003","T2L_SO90_63KA_d18o_ruber_SST_from_d18o_ruber",65.982,24.61,"SAS","isotope",11981,13,13,"annual","T","Temp12k"
"698","Sokli.Shala.2017","R3mfDzogKdd",29.28,67.81,"NEU","chironomid",10771.6197183098,103,103,"summerOnly","T","Temp12k"
"699","SouthAfricanRainfallZone.Chevalier.2015","RZPRigavTYR",28.5447,-27.2415,"ESAF","pollen",12000,100,100,"annual","T","Temp12k"
"700","SouthernCalifornia.Ohlwein.2012","LPDbf7cf949",-116.66,33.7689,"NCA","pollen",11038,352,364.5,"summerOnly","T","Temp12k"
"701","SouthIsland.Williams.2005","GH7a27907e",172,-42,"NZ","isotope",11483.507,24.6000000000004,25.0500000000002,"annual","T","Temp12k"
"702","Soylegrotta.Lauritzen.1999","PYTBSFC6CTW",13.68,66.62,"NEU","isotope",9818.719,30.5750000000001,30.4249999999997,"annual","T","Temp12k"
"703","SP02.Adams.2010","PYTRVU3SGRP",-83.29,68.55,"NEN","biophysical",8071.3,70,70,"summerOnly","T","Temp12k"
"704","Spaime.Hammarlund.2004","PYTE4BGWG4T",12.32,63.12,"NEU","chironomid",10428.349,158.9015,156.207,"summerOnly","T","Temp12k"
"705","Spannagel.Fohlmeister.2012","LPD74b7663d",11.6667,47.1167,"WCE","isotope",9928.3,1.79999999999973,1.89999999999964,"annual","T","Temp12k"
