"","dataset","tsid","longitude","latitude","ipccReg","archive","proxy","Category","CategorySpec","minAge","maxAge","ageRange","ageRes","ageResPlus","season","climInterp","source","direction","ka_0.5","ka_4","ka_6","ka_8","ka_10","maxValAge","minValAge"
"647","LB1.Gajewski.1993","M2Ly6fk2hmxP",-75.62,57.92,"NEN","LakeSediment","pollen","pollen","pollen",7,6931,6924,141,141,"summer+","T","Temp12k","positive",9,9.043,8.905,NA,NA,2324,6672
"648","LB1.Gajewski.1993","M2L6ghuwiloP",-75.62,57.92,"NEN","LakeSediment","pollen","pollen","pollen",7,6931,6924,141,156,"winter+","T","Temp12k","positive",-24.8,-24.772,-24.883,NA,NA,2324,6931
"649","LB1.Gajewski.1993","M2L5rhw5bdkP",-75.62,57.92,"NEN","LakeSediment","pollen","pollen","pollen",7,6931,6924,141,141,"annual","T","Temp12k","positive",-6.998,-6.926,-7.043,NA,NA,2324,6554
"650","Lednica-1.Makohonienko.1991","RUDCXsWTNc9",17.39,52.56,"WCE","LakeSediment","pollen","pollen","pollen",345.51,10381.85,10036.34,125.39,123.53,"winter+","T","Temp12k","positive",-2.543,2.173,2.843,1.06,-8.23,4949.61,10238.22
"651","Lednica-1.Makohonienko.1991","RF4G8wwNMQV",17.39,52.56,"WCE","LakeSediment","pollen","pollen","pollen",345.51,10381.85,10036.34,125.39,123.53,"annual","T","Temp12k","positive",7.7,10.808,11.209,8.715,1.461,6092.09,10058.67
"652","Lednica-1.Makohonienko.1991","R6856UmenVm",17.39,52.56,"WCE","LakeSediment","pollen","pollen","pollen",345.51,10381.85,10036.34,125.39,123.53,"summer+","T","Temp12k","positive",17.943,19.442,19.575,16.369,11.152,6092.09,10058.67
"653","Lednica-2.Litt.1991","R2n5O5CHMEz",17.39,52.56,"WCE","LakeSediment","pollen","pollen","pollen",144.06,10063.66,9919.6,89.8699999999999,90.0699999999997,"winter+","T","Temp12k","positive",-3.379,2.687,2.147,-0.105,-8.015,5703.82,9979.1
"654","Lednica-2.Litt.1991","RoNOJ66CLPP",17.39,52.56,"WCE","LakeSediment","pollen","pollen","pollen",144.06,10063.66,9919.6,89.8699999999999,90.0699999999997,"annual","T","Temp12k","positive",7.112,11.423,11.438,8.065,2.379,5703.82,9979.1
"655","Lednica-2.Litt.1991","RKCjHAWGmip",17.39,52.56,"WCE","LakeSediment","pollen","pollen","pollen",144.06,10063.66,9919.6,89.8699999999999,90.0699999999997,"summer+","T","Temp12k","positive",17.603,20.159,20.73,16.236,12.773,6094.03,9655.61
"656","LeFourneau.Barbier.1999","RCmXR6uucj2",-0.19,48.44,"WCE","Peat","pollen","pollen","pollen",73.8,10914.79,10840.99,306.76,306.76,"winter+","T","Temp12k","positive",-3.528,0.093,-0.342,1.546,-1.938,4439.64,10583.46
"657","LeFourneau.Barbier.1999","R4mXoPSZA1W",-0.19,48.44,"WCE","Peat","pollen","pollen","pollen",73.8,10914.79,10840.99,306.76,306.76,"annual","T","Temp12k","positive",6.099,8.759,9.008,9.151,7.998,5436.6,10914.79
"658","LeFourneau.Barbier.1999","RTQQouf7pz5",-0.19,48.44,"WCE","Peat","pollen","pollen","pollen",73.8,10914.79,10840.99,306.76,306.76,"summer+","T","Temp12k","positive",15.726,17.425,18.359,16.757,17.933,5436.6,10914.79
"659","LeGrandLemps.Clerc.1988","RnShJ5892qX",5.42,45.47,"WCE","Peat","pollen","pollen","pollen",0,10963.87,10963.87,28.2800000000007,28.2800000000007,"winter+","T","Temp12k","positive",1.516,-1.514,0.281,2.087,3.369,10370.09,4150.66
"660","LeGrandLemps.Clerc.1988","RExuZVVrYKW",5.42,45.47,"WCE","Peat","pollen","pollen","pollen",0,10963.87,10963.87,28.2800000000007,28.2800000000007,"annual","T","Temp12k","positive",9.736,7.431,9.19,10.21,10.738,9182.53,4738.64
"661","LeGrandLemps.Clerc.1988","RbWXJcmXeTN",5.42,45.47,"WCE","Peat","pollen","pollen","pollen",0,10963.87,10963.87,28.2800000000007,28.2800000000007,"summer+","T","Temp12k","positive",17.956,16.375,18.1,18.332,18.108,10030.79,4738.64
"662","Leviathan.Lachniet.2014","LPD94e74028cc",-115.58,37.89,"WNA","Speleothem","d18O","isotope","isotope",0,12000,12000,5.47399999999993,5.47399999999993,"annual","T","Temp12k","positive",-11.576,-11.262,-10.324,-9.846,-10.731,8332.838,1591.05
"663","LifebuoyLake.Solivieva.2015","R8dqe2udYAi",163.1524,59.1099,"RFE","LakeSediment","chironomid","chironomid","chironomid",0,6508,6508,72,72,"summerOnly","T","Temp12k","positive",10.018,10.183,10.161,NA,NA,3693,5156
"664","LiivjarveBog.Koff.1989","Rv7Rb7TWtL1",27.58,59.22,"NEU","Peat","pollen","pollen","pollen",332.37,10636.84,10304.47,133.04,132.43,"winter+","T","Temp12k","positive",-7.985,-9.401,-9.612,-7.819,-10.596,7639.69,10636.84
"665","LiivjarveBog.Koff.1989","Rb55CRDFnYw",27.58,59.22,"NEU","Peat","pollen","pollen","pollen",332.37,10636.84,10304.47,133.04,132.43,"annual","T","Temp12k","positive",3.779,3.537,3.434,3.848,1.072,7639.69,10636.84
"666","LiivjarveBog.Koff.1989","RAnvzUrwEM2",27.58,59.22,"NEU","Peat","pollen","pollen","pollen",332.37,10636.84,10304.47,133.04,131.82,"summer+","T","Temp12k","positive",15.542,16.475,16.48,15.515,12.74,8595.92,9391.78
"667","Liltlvatn.Seppa.2009","PYT4RL17XGB",14.87,68.52,"NEU","LakeSediment","pollen","pollen","pollen",0,8779.86,8779.86,241.07,241.07,"summerOnly","T","Temp12k","positive",11.101,11.657,11.531,11.541,NA,8779.86,583.47
"668","Lily.Cwynar.1990","PYTZAK3QLN0",-135.3953,59.2026,"NWN","LakeSediment","pollen","pollen","pollen",54,12000,11946,159,151,"winter+","T","Temp12k","positive",2.034,4.633,4.067,-6.846,-13.27,11964,10547.5
"669","Lily.Cwynar.1990","WEB39251bbc",-135.3953,59.2026,"NWN","LakeSediment","pollen","pollen","pollen",54,12000,11946,159,151,"summer+","T","Temp12k","positive",-0.117,0.433,-0.233,0.2,-0.645,11256,10547.5
"670","Lily.Cwynar.1990","R9f2mFSr7nU",-135.3953,59.2026,"NWN","LakeSediment","pollen","pollen","pollen",54,12000,11946,159,151,"annual","T","Temp12k","positive",3.604,5.179,4.562,-0.677,-4.312,11964,10547.5
"671","Lingreville.Billard.1995","RDvOzpHKhDB",-1.54,48.93,"WCE","MarineSediment","pollen","pollen","pollen",0,3999.69,3999.69,28.9100000000001,28.9100000000001,"winter+","T","Temp12k","positive",-0.932,3.003,NA,NA,NA,1550.25,1405.73
"672","Lingreville.Billard.1995","R2RMTzS2yFO",-1.54,48.93,"WCE","MarineSediment","pollen","pollen","pollen",0,3999.69,3999.69,28.9100000000001,28.9100000000001,"annual","T","Temp12k","positive",7.118,11.647,NA,NA,NA,1550.25,1405.73
"673","Lingreville.Billard.1995","R83RpXHCLRg",-1.54,48.93,"WCE","MarineSediment","pollen","pollen","pollen",0,3999.69,3999.69,28.9100000000001,28.9100000000001,"summer+","T","Temp12k","positive",15.168,20.291,NA,NA,NA,1550.25,1365.26
"674","Little.Whitlock.1995","M2L4dq6gc5iP",-123.58,44.17,"WNA","LakeSediment","pollen","pollen","pollen",305,10372,10067,279,282,"summer+","T","Temp12k","positive",15.468,15.081,15.35,15.293,15.535,305,886
"675","Little.Whitlock.1995","M2Le1i1npbzP",-123.58,44.17,"WNA","LakeSediment","pollen","pollen","pollen",305,10372,10067,279,282,"winter+","T","Temp12k","positive",0.5,-1.034,1.186,0.629,0.4,6327,5223
"676","Little.Whitlock.1995","M2Ldfq1l29fP",-123.58,44.17,"WNA","LakeSediment","pollen","pollen","pollen",305,10372,10067,279,282,"annual","T","Temp12k","positive",7.552,6.665,7.83,7.582,7.57,305,5223
"677","LittleBass.Swain.NA","M2L5npp4dw6P",-93.6,47.29,"CNA","LakeSediment","pollen","pollen","pollen",23,10491,10468,335,334,"summer+","T","Temp12k","positive",19.481,19.69,20.529,21.205,20.119,8366,332
"678","LittleBass.Swain.NA","M2Lry7p3qglP",-93.6,47.29,"CNA","LakeSediment","pollen","pollen","pollen",23,10491,10468,335,334,"winter+","T","Temp12k","positive",-13.271,-13.39,-12.605,-13.353,-13.919,1445,8883
"679","LittleBass.Swain.NA","M2Lx02nyks5P",-93.6,47.29,"CNA","LakeSediment","pollen","pollen","pollen",23,10491,10468,335,334,"annual","T","Temp12k","positive",4.243,4.343,5.181,5.41,4.476,8366,8883
"680","LittleLochRoag.Birks.1979","R6flsIy8fhS",-6.88,58.13,"NEU","Peat","pollen","pollen","pollen",8.31,9745.88,9737.57,248.34,245.65,"winter+","T","Temp12k","positive",3.509,2.887,1.639,3.303,2.531,8.31,9049.86
"681","LittleLochRoag.Birks.1979","Rs47zWqnTxZ",-6.88,58.13,"NEU","Peat","pollen","pollen","pollen",8.31,9745.88,9737.57,248.34,245.65,"annual","T","Temp12k","positive",9.57,9.046,8.204,8.706,9.753,8.31,5571.54
"682","LittleLochRoag.Birks.1979","RmFXFMHxVmB",-6.88,58.13,"NEU","Peat","pollen","pollen","pollen",8.31,9745.88,9737.57,248.34,245.65,"summer+","T","Temp12k","positive",15.631,15.205,14.77,14.109,16.974,8.31,5571.54
"683","LittlePondRoyalston.Marsicek.2013","WEBd03dcf34",-72.19,42.68,"ENA","LakeSediment","pollen","pollen","pollen",0,12000,12000,155.696,155.696,"summer+","T","Temp12k","positive",19.168,19.9,19.763,19.823,20.157,4761.32,608.92
"684","LittlePondRoyalston.Marsicek.2013","WEB4be1aff2",-72.19,42.68,"ENA","LakeSediment","pollen","pollen","pollen",0,12000,12000,155.696,155.696,"winter+","T","Temp12k","positive",-8.789,-8.321,-8.488,-9.62,-11.323,6775.352,11599.956
"685","LittlePondRoyalston.Marsicek.2013","WEBb9192769",-72.19,42.68,"ENA","LakeSediment","pollen","pollen","pollen",0,12000,12000,155.696,155.696,"annual","T","Temp12k","positive",-0.049,0.916,0.696,0.19,-0.327,4761.32,11599.956
"686","Llet-T.liranta.2015","Rz1sYNeOKel",59.3,66.52,"RAR","LakeSediment","pollen","pollen","pollen",0,12000,12000,95.9499999999998,95.9499999999998,"summerOnly","T","Temp12k","positive",14.442,15.156,15.28,15.001,14.036,3705.9,10919.3
"687","LO09-14.Berner.2008","PYTP8LM4UJJ",-20.4083,58.9383,"NAO","MarineSediment","diatom","other microfossil","other microfossil",367.5,10976.136,10608.636,27.9964999999997,27.6459999999997,"summerOnly","T","Temp12k","positive",12.19,11.705,12.537,10.891,10.789,10390.305,9806.831
"688","Lobsigensee.Ammann.1985","RzuL2Y5RNzX",7.3,47.03,"WCE","LakeSediment","pollen","pollen","pollen",447.16,10736.64,10289.48,62.3650000000002,66.1300000000001,"winter+","T","Temp12k","positive",0.133,-0.827,-0.388,2.517,3.634,9933.12,1844.23
"689","Lobsigensee.Ammann.1985","R5MwieDquqJ",7.3,47.03,"WCE","LakeSediment","pollen","pollen","pollen",447.16,10736.64,10289.48,62.3650000000002,66.1300000000001,"annual","T","Temp12k","positive",9.091,8.281,8.499,10.035,10.417,7052.98,1972.77
"690","Lobsigensee.Ammann.1985","RpHOpWJr2mw",7.3,47.03,"WCE","LakeSediment","pollen","pollen","pollen",447.16,10736.64,10289.48,62.3650000000002,66.1300000000001,"summer+","T","Temp12k","positive",18.049,17.389,17.387,17.553,17.199,1010.08,7541.98
"691","Lochnagar30.Dalton.2005","R7q4fzGNoZ6",-3.2296,56.96,"NEU","LakeSediment","chironomid","chironomid","chironomid",0,5795,5795,82.5,83,"summerOnly","T","Temp12k","positive",11.796,11.83,11.443,NA,NA,4496,1400
"692","LoneFoxLake.MacDonald.1985","M2Lg25dpklhP",-119.72,56.72,"NWN","LakeSediment","pollen","pollen","pollen",0,10864.1,10864.1,326.7,326.7,"summer+","T","Temp12k","positive",13.85,14.422,12.486,12.582,11.433,339.2,10864.1
"693","LoneFoxLake.MacDonald.1985","M2L6qbln98nP",-119.72,56.72,"NWN","LakeSediment","pollen","pollen","pollen",0,10864.1,10864.1,326.7,326.7,"winter+","T","Temp12k","positive",-10.1,-8.642,-10.224,-10.239,-9.209,4668,9389.3
"694","LoneFoxLake.MacDonald.1985","M2Lvvf8aywtP",-119.72,56.72,"NWN","LakeSediment","pollen","pollen","pollen",0,10864.1,10864.1,326.7,326.7,"annual","T","Temp12k","positive",2.194,3.048,1.209,1.296,0.812,4668,9389.3
"695","Lonespruce.Kaufman.2012","PYTKYQ4C1WD",-159.143,60.007,"NWN","LakeSediment","BSi","biophysical","biophysical",0,12000,12000,18.322,18.234,"summerOnly","T","Temp12k","positive",27.535,24.896,27.596,20.327,10.656,6816.827,8611.815
"696","Longwoods.Wilmshurst.2007","RZT20l77VUd",167.83,-46.23,"NZ","Peat","pollen","pollen","pollen",914.462,12000,11085.538,420.15,420.134999999999,"annual","T","Temp12k","positive",7.438,8.802,8.432,9.765,10.611,9629.18,914.462
"697","LoonPond.Jacobson.Ja","M2Lf9bpim6mP",-68.2,45.03,"ENA","LakeSediment","pollen","pollen","pollen",0,10321.1,10321.1,234.2,232.85,"summer+","T","Temp12k","positive",18.619,19.095,19.231,19.226,18.471,7736.4,1893.1
"698","LoonPond.Jacobson.Ja","M2LlenyshucP",-68.2,45.03,"ENA","LakeSediment","pollen","pollen","pollen",0,10321.1,10321.1,234.2,232.85,"winter+","T","Temp12k","positive",-10.293,-9.533,-9.083,-9.754,-10.942,6798.3,9602.1
"699","LoonPond.Jacobson.Ja","M2L2wsvlds8P",-68.2,45.03,"ENA","LakeSediment","pollen","pollen","pollen",0,10321.1,10321.1,234.2,232.85,"annual","T","Temp12k","positive",4.761,5.372,5.624,5.288,4.323,6798.3,9602.1
"700","LostLake_MI.Brubaker.1975","M2Lh2rwmljaP",-87.97,46.72,"ENA","LakeSediment","pollen","pollen","pollen",0,10602.3,10602.3,335.7,335.75,"summer+","T","Temp12k","positive",18.514,19.664,19.85,19.682,19,5683.2,559.4
"701","LostLake_MI.Brubaker.1975","M2Lqr52aoj9P",-87.97,46.72,"ENA","LakeSediment","pollen","pollen","pollen",0,10602.3,10602.3,335.7,335.75,"winter+","T","Temp12k","positive",-12.711,-11.428,-11.811,-12.764,-16.071,4124.9,10044.9
"702","LostLake_MI.Brubaker.1975","M2L64f6irzrP",-87.97,46.72,"ENA","LakeSediment","pollen","pollen","pollen",0,10602.3,10602.3,335.7,335.75,"annual","T","Temp12k","positive",3.763,4.981,4.956,4.529,2.852,4124.9,10044.9
"703","LoughMeenachrinna.Taylor.2018","RWleajAEFwY",-8.6794,54.7282,"NEU","LakeSediment","chironomid","chironomid","chironomid",2048.2,7047.4,4999.2,77.25,77.2000000000003,"summerOnly","T","Temp12k","positive",NA,12.794,12.059,NA,NA,3900.6,6346.9
"704","LouisePond.Mathewes.1994","M2Lb8uhg25jP",-131.76,52.95,"NWN","LakeSediment","pollen","pollen","pollen",61.7,10974,10912.3,217.1,261.15,"summer+","T","Temp12k","positive",12.968,13.047,13.023,12.929,12.961,10082.15,5842.20416666667
"705","LouisePond.Mathewes.1994","M2Ll12txmw7P",-131.76,52.95,"NWN","LakeSediment","pollen","pollen","pollen",61.7,10974,10912.3,217.1,261.199999999999,"winter+","T","Temp12k","positive",-0.825,-0.332,-0.48,-2.071,-2.221,3623.6875,10974
"706","LouisePond.Mathewes.1994","M2Lx8d4iupqP",-131.76,52.95,"NWN","LakeSediment","pollen","pollen","pollen",61.7,10974,10912.3,217.1,261.199999999999,"annual","T","Temp12k","positive",5.309,5.573,5.494,4.727,4.676,3623.6875,10974
"707","LR01.Gajewski.1993","PYT7ZDYFS88",-75.25,58.58,"NEN","LakeSediment","pollen","pollen","pollen",88,7562,7474,354.5,321,"winter+","T","Temp12k","positive",0,0,3.4,-1.3,NA,6214,7562
"708","LR01.Gajewski.1993","PYTC38VBYRL",-75.25,58.58,"NEN","LakeSediment","pollen","pollen","pollen",88,7562,7474,354.5,379.5,"summer+","T","Temp12k","positive",-0.033,0.011,2.35,-0.833,NA,6214,7562
"709","LR1.Gajewski.1993","M2Lotb6jbylP",-75.25,58.583,"NEN","LakeSediment","pollen","pollen","pollen",88,7570,7482,351.5,351.5,"summer+","T","Temp12k","positive",8.976,8.9,8.928,8.4,NA,7033,7570
"710","LR1.Gajewski.1993","M2L49808xevP",-75.25,58.583,"NEN","LakeSediment","pollen","pollen","pollen",88,7570,7482,351.5,352,"winter+","T","Temp12k","positive",-25.3,-24.862,-24.843,-26.643,NA,4322.33333333333,7570
"711","LR1.Gajewski.1993","M2LkxhxpqjbP",-75.25,58.583,"NEN","LakeSediment","pollen","pollen","pollen",88,7570,7482,351.5,351.5,"annual","T","Temp12k","positive",-7.527,-7.059,-7.04,-8.602,NA,7033,7570
"712","LR3.Gajewski.1992","M2Lx4f7rbp8P",-75.25,58.58,"NEN","LakeSediment","pollen","pollen","pollen",74,5796,5722,299,545,"summer+","T","Temp12k","positive",9.014,9.186,8.936,NA,NA,918,74
"713","LR3.Gajewski.1992","M2Lmlhwb0htP",-75.25,58.58,"NEN","LakeSediment","pollen","pollen","pollen",74,5796,5722,299,545,"winter+","T","Temp12k","positive",-24.834,-24.471,-24.636,NA,NA,1164,918
"714","LR3.Gajewski.1992","M2Llq9tn1s2P",-75.25,58.58,"NEN","LakeSediment","pollen","pollen","pollen",74,5796,5722,299,545,"annual","T","Temp12k","positive",-7.17,-6.924,-7.079,NA,NA,3889,918
"715","Luganskoe.Kvavadze.1994","Rna4qZwnJYz",40.69,43.73,"WCA","Peat","pollen","pollen","pollen",328.05,5584.21,5256.16,155.58,155.58,"winter+","T","Temp12k","positive",-3.201,-5.718,-4.123,NA,NA,5117.49,2708.33
"716","Luganskoe.Kvavadze.1994","RhtixIQMGTd",40.69,43.73,"WCA","Peat","pollen","pollen","pollen",328.05,5584.21,5256.16,155.58,155.58,"annual","T","Temp12k","positive",5.764,3.504,6.19,NA,NA,5117.49,1031.53
"717","Luganskoe.Kvavadze.1994","RZnOUS5BScv",40.69,43.73,"WCA","Peat","pollen","pollen","pollen",328.05,5584.21,5256.16,155.58,155.58,"summer+","T","Temp12k","positive",14.729,12.726,16.503,NA,NA,5117.49,1031.53
"718","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_mgca_pachyderma_SST_from_mgca_pachyderma",152.8779,49.3757,"RFE","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",1120,12000,10880,210,210,"annual","T","Temp12k","positive",NA,8.96,8.109,7.748,8.209,5330,1330
"719","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_uk37_SST_from_uk37",152.8779,49.3757,"RFE","MarineSediment","alkenone","alkenone","alkenone",1100,12000,10900,210,210,"summerOnly","T","Temp12k","positive",NA,6.599,8.276,6.508,7.95,9310,1520
"720","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_d18o_pachyderma_SST_from_d18o_pachyderma",152.8779,49.3757,"RFE","MarineSediment","d18O","isotope","isotope",1120,12000,10880,100,100,"annual","T","Temp12k","positive",NA,2.257,2.194,1.384,1.197,10760,3560
"721","Lyadhej-To.Andreev.2005","PYTS7QT9329",65.8,68.26,"RAR","LakeSediment","pollen","pollen","pollen",68.889,10788.064,10719.175,171.556,171.556,"summerOnly","T","Temp12k","positive",8.663,9.03,9.643,10.063,11.25,10571.29,1134.667
"722","Lynn.Nichols.1967","M2L4h603qtyP",-101.04,56.84,"NEN","LakeSediment","pollen","pollen","pollen",314.2,7428,7113.8,185,183,"summer+","T","Temp12k","positive",12.793,12.993,11.733,NA,NA,1627,6088
"723","Lynn.Nichols.1967","M2L8fvxct35P",-101.04,56.84,"NEN","LakeSediment","pollen","pollen","pollen",314.2,7428,7113.8,185,183,"winter+","T","Temp12k","positive",-4.771,-4.586,-13.541,NA,NA,1627,1898
"724","Lynn.Nichols.1967","M2Lwm503978P",-101.04,56.84,"NEN","LakeSediment","pollen","pollen","pollen",314.2,7428,7113.8,185,183,"annual","T","Temp12k","positive",3.768,3.984,-1.384,NA,NA,1627,1898
"725","M135_004_3.Salvatteci.2019","T2L_M135_004_3_uk37_SST_from_uk37",-71.7403,-17.41,"SWS","MarineSediment","alkenone","alkenone","alkenone",64,9294.875,9230.875,64.235,64.235,"annual","T","Temp12k","positive",20.621,20.793,20.565,20.56,NA,2877.799,179.929
"726","M135_005_3.Salvatteci.2019","T2L_M135_005_3_uk37_SST_from_uk37",-71.769,-17.4205,"SWS","MarineSediment","alkenone","alkenone","alkenone",0,11326.7,11326.7,61.2,61.2,"annual","T","Temp12k","positive",20.859,20.802,20.758,20.388,20.916,2584.6,7134.5
"727","M35003_4.R_hlemann.1999","T2L_M35003_4_uk37_SST_from_uk37",-61.2437,12.0897,"CAR","MarineSediment","alkenone","alkenone","alkenone",0,12000,12000,260,260,"annual","T","Temp12k","positive",30.008,29.858,28.714,28.136,27.451,0,11780
"728","M35003_4.R_hlemann.1999","T2L_M35003_4_d18o_ruber_pink_SST_from_d18o_ruber_pink",-61.2437,12.0897,"CAR","MarineSediment","d18O","isotope","isotope",0,12000,12000,250,250,"annual","T","Temp12k","positive",28.694,28.755,28.14,27.32,26.19,4120,10260
"729","M35003_4.R_hlemann.1999","RuZd3euHEp0",-61.2437,12.0897,"CAR","MarineSediment","foraminifera","other microfossil","other microfossil",0,12000,12000,288,288,"winter+","T","Temp12k","positive",24.91,25.12,25.269,24.064,22.7,4901,9561
"730","M35003_4.R_hlemann.1999","RtKEt5VqIb4",-61.2437,12.0897,"CAR","MarineSediment","foraminifera","other microfossil","other microfossil",0,12000,12000,288,288,"summer+","T","Temp12k","positive",27.229,27.084,27.33,26.381,25.464,4901,11891
"731","M35003_4.R_hlemann.1999","WEB4565226e",-61.2437,12.0897,"CAR","MarineSediment","foraminifera","other microfossil","other microfossil",0,12000,12000,288,288,"annual","T","Temp12k","positive",26.069,26.102,26.3,25.223,24.082,4901,8800
"732","M39008_3.Eynaud.2009","T2L_M39008_3_uk37_SST_from_uk37",-7.0717,36.38,"MED","MarineSediment","alkenone","alkenone","alkenone",1460,11370,9910,40,40,"annual","T","Temp12k","positive",NA,19.108,19.911,19.816,20.113,10450,10060
"733","M39008_3.Eynaud.2009","T2L_M39008_3_d18o_bulloides_SST_from_d18o_bulloides",-7.0717,36.38,"MED","MarineSediment","d18O","isotope","isotope",875,12000,11125,38,38,"annual","T","Temp12k","positive",19.63,18.746,19.883,20.849,20.301,9223,11909
"734","M40-4-SL78.Emeis.2003","GBG100dogCow",13.19,37.036,"MED","MarineSediment","alkenone","alkenone","alkenone",20,11380,11360,40,40,"annual","T","Temp12k","positive",17.23,18.55,18.9,20.38,18.567,7520,20
"735","M75_3_137_3.Wang.2013","RULOqqCg75A",37.8685,-18.2412,"ESAF","MarineSediment","alkenone","alkenone","alkenone",101,12000,11899,199,212,"summerOnly","T","Temp12k","positive",27.58,27.683,27.6,27.267,25.96,3694.33333333333,10601
"736","M75_3_137_3.Wang.2013","R1p4PfiUdp8",37.8685,-18.2412,"ESAF","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",269,12000,11731,211,212,"winterOnly","T","Temp12k","positive",24.833,24.45,24.583,24.133,24.4,6266,7136
"737","M77_2_003_2.Salvatteci.2019","T2L_M77_2_003_2_uk37_SST_from_uk37",-75.688,-15.1035,"SWS","MarineSediment","alkenone","alkenone","alkenone",784.35,12000,11215.65,64.5,64.5,"annual","T","Temp12k","positive",19.947,19.389,19.527,19.733,21.41,10547.85,7105.35
"738","M77_2_024_5.Salvatteci.2019","T2L_M77_2_024_5_uk37_SST_from_uk37",-78.0152,-11.0835,"NWS","MarineSediment","alkenone","alkenone","alkenone",650.734,11333.05,10682.316,72.4900000000002,72.4900000000002,"annual","T","Temp12k","positive",22.06,21.776,21.867,22.343,22.602,10868.62,2970.414
"739","M77_2_029_3.Salvatteci.2019","T2L_M77_2_029_3_uk37_SST_from_uk37",-79.6185,-9.295,"NWS","MarineSediment","alkenone","alkenone","alkenone",800.858,12000,11199.142,469.5,469.5,"annual","T","Temp12k","positive",21.071,21.331,22.265,22.059,21.709,9251.858,11871.51
"740","M77_2_056_5.Neurnberg.2015","RwsnEN3SLKp_SST_from_planktic0x2Ed18O",-81.1247,-3.7498,"NWS","MarineSediment","d18O","isotope","isotope",4170,12000,7830,110,110,"annual","T","Temp12k","positive",NA,24.777,24.611,23.937,24.915,6420,11950
"741","M77_2_056_5.Neurnberg.2015","RsGueF5Ezuc_SST_from_planktic0x2EMgCa",-81.1247,-3.7498,"NWS","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",3080,12000,8920,110,110,"annual","T","Temp12k","positive",NA,21.535,22.313,24.03,23.846,7130,4800
"742","M77_2_059_1.N_rnberg.2015","RIgJVtRWivz",-81.3205,-3.9502,"NWS","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",4272,12000,7728,149.5,173,"winterOnly","T","Temp12k","positive",NA,19.7,20.15,20.386,20.78,10592,5051
"743","M77_2_059_1.N_rnberg.2015","RbIuRfn9Vxz_SST_from_Uk37",-81.3205,-3.9502,"NWS","MarineSediment","alkenone","alkenone","alkenone",63,12000,11937,86,86,"annual","T","Temp12k","positive",21.347,21.72,21.951,20.794,21.82,63,8098
"744","Mackenzie.Woltering.2014","WEB3ca1b65e",153.0533,-25.4475,"EAU","LakeSediment","GDGT","other biomarker","other biomarker",0,11949,11949,527,446,"annual","T","Temp12k","positive",19.54,20,21.25,20.5,NA,5761,43
"745","Malawi.Johnson.2016","WEB91c558e3",34.4372,-11.2939,"ESAF","LakeSediment","GDGT","other biomarker","other biomarker",360.961,12000,11639.039,229.607,233.282,"annual","T","Temp12k","positive",23.879,23.887,24.19,22.28,24.35,732.507,4330.197
"746","MaleshevskaBog.Tonkov.1992","R0jtRdNLrpx",23.03,41.7,"MED","Peat","pollen","pollen","pollen",7.26,7708.44,7701.18,57.6900000000001,57.6900000000001,"winter+","T","Temp12k","positive",-0.364,0.21,-1.216,-2.206,NA,3107.53,7708.44
"747","MaleshevskaBog.Tonkov.1992","RToKsaJznWU",23.03,41.7,"MED","Peat","pollen","pollen","pollen",7.26,7708.44,7701.18,57.6900000000001,57.6900000000001,"annual","T","Temp12k","positive",8.89,8.709,8.496,7.31,NA,2876.77,7708.44
"748","MaleshevskaBog.Tonkov.1992","RHBa9EoJKyU",23.03,41.7,"MED","Peat","pollen","pollen","pollen",7.26,7708.44,7701.18,57.6900000000001,57.6900000000001,"summer+","T","Temp12k","positive",18.144,17.207,18.209,16.825,NA,2876.77,7708.44
"749","Mansell.Shuman.2016","WEB7014bceb",-68.73,45.04,"ENA","LakeSediment","pollen","pollen","pollen",0,10330.19,10330.19,76.8616000000002,76.8616000000002,"summer+","T","Temp12k","positive",18.545,18.652,19.161,19.633,18.76,9128.9642,10029.222
"750","Mansell.Shuman.2016","WEBf671079c",-68.73,45.04,"ENA","LakeSediment","pollen","pollen","pollen",0,10330.19,10330.19,76.8616000000002,76.8616000000002,"winter+","T","Temp12k","positive",-9.826,-9.797,-9.757,-10.718,-12.271,5838.362,10330.19
"751","Mansell.Shuman.2016","WEBa58bb1ff",-68.73,45.04,"ENA","LakeSediment","pollen","pollen","pollen",0,10330.19,10330.19,76.8616000000002,76.8616000000002,"annual","T","Temp12k","positive",-0.119,0.003,0.532,0.522,-1.127,6278.4473,10330.19
"752","MaraisdeKeswick.Larouche.1986","M2L506qhzmzP",-79.51,44.2,"ENA","LakeSediment","pollen","pollen","pollen",47,4328,4281,71,118,"summer+","T","Temp12k","positive",18.93,19.843,NA,NA,NA,47,165
