,Dataset,TSid,RecordLength,RecordMedianResolution,AgeControl_n,AgeControl_Gap,pvalue,rvalue,RMSEvalue,QC,MeasUncertaintyTSid
700,HaliguLake.Song.2012,lcRw8T9C7ojrfSl5Fmd,9200,200,4,9300,0.133,0.7,56.5,FALSE,lcRZXBpHpK8KLnvQUH3
701,HallsCave.Cooke.2003,lcRb32CsIcHBKMThs4e,11960,410,8,2390,0.241,0.75,77.91,FALSE,lcRbNZWItqogpMuZBps
702,HalosI.Bottema.1988,lcR9Wrg5WflyKPDn0gq,7850,200,4,2880,0.014,0.38,132.39,TRUE,lcRv9Nt8QKSIUZpQbQ3
703,HamsLake.Bennett.1987,lcREzhF3Ls6YkH3b9dK,11840,120,9,2000,0.017,0.62,104.13,TRUE,lcR1zZvhN4IC5oowRjH
704,HangingLake.Cwynar.1980,lcR1hqpwgutFES7QtA9,12000,235,8,3140,0.522,0.3,40.59,FALSE,lcRdoRmNtVlUyfFFD8f
705,HangingstoneHill.Fyfe.2012,lcRGiYUGSXJ1XWDCkw2,7410,100,7,1890,0.954,0.17,123.64,FALSE,lcREHme67DqTiptVMNX
706,Hangstli.Heeb.1972,lcRjitwpkgqPTpSGvMt,8000,170,3,3700,0.696,0.19,244.6,FALSE,lcR1A3ee07EzKloaQ8N
707,HanhaiLakeH1.Shen.1991,lcRmpd641H7jgRrkWXD,11800,490,3,5300,0.817,0.39,76.04,FALSE,lcRggOe4FR9dgQjTj4E
708,Harbaling.Xia.1988,lcRvFDRDWDwpPbSYXis,3280,200,3,3500,0.147,0.39,70.58,FALSE,lcR53XCkJjwPW0hnpna
709,HardingLake.Ager.1982,lcRLw1eX7elFGIcFFWj,11900,950,2,9710,0.043,0.42,47.74,FALSE,lcRy743v520WUt3Br0o
710,HaresDown.Fyfe.2004,lcRWLrEhk7bLIrb2Mig,3070,75,7,1120,0.369,0.14,129.72,FALSE,lcRr2qqfFDgdOGJ9fL2
711,HarrieLake.King.1986,lcR5yuD7W7v9ZIeBmui,7270,220,6,2540,0.107,0.59,96.05,FALSE,lcR3EPgDcM72DI017xM
712,HarrisLake.Sauchyn.1991,lcRV8np8PwacrdZN7I9,9970,60,5,2690,0.758,0.25,97.7,FALSE,lcRWDjLcZfxpslcPhGP
713,Haugtjernet.Birks.2012,lcR8mP46fXO8e572dAP,10630,140,8,2280,0.195,0.42,120.49,FALSE,lcRNp6xYiiTmBTBmhVJ
714,HawkeHillsKettle.BrownMacpherson.1982,lcRZ7wCGqYGxuaNSxne,8240,210,3,3380,0.006,0.29,123.03,FALSE,lcR4Bjga0Md2h2ejtoB
715,HawksTor.Brown.1972,lcRBzZV3TJvBPT0FBqN,6030,90,4,6340,0.341,0.15,189.19,FALSE,lcR3i38DM1vTeF0k74s
716,HayesLake.McAndrews.1982,lcReNVVuXvYywEC5kd7,11690,240,2,5220,0.041,0.5,75.26,FALSE,lcR7eRVpUK6cPcjg1tn
717,HayLake.Jacobs.1983,lcRRXPSf7zgt2UCWZD9,11890,1170,1,7350,0.004,0.31,107.73,FALSE,lcRztbuQRVrhJ7Au6fu
718,HayleyWood.Waller.2012,lcRCSGhhAJKYpe3rejF,100,0,16,20,0.393,0.18,77.32,FALSE,lcRFuQ1YekihQ1KLafm
719,HeadLake.Jodry.1989,lcRajfIkxcJgKNFMOpv,10670,220,4,4800,0.133,0.4,96.1,FALSE,lcR0zFSMIRSznlTxvp9
720,HeadwatersLake.Brubaker.1983,lcRgOZbAhbTDaZhZ7bb,11930,490,2,4160,0.049,0.23,36.23,FALSE,lcRfVmGwZgtbkAnngDU
721,HeadwatersOpasnayaRiver.Anderson.2002,lcRQmJeJmtnqVm02juM,6180,610,6,1590,0.395,0.68,69.18,FALSE,lcRBnwoOT60AfnU2bqy
722,HeadwatersOpasnayaRivermineshaft.Anderson.2002,lcRkE2ZOWKDoXdLifIu,2940,230,2,2270,0.188,0.19,36.75,FALSE,lcROjU2Fx4eWu3LBCOp
723,HeartLake.Whitehead.1990,lcRQfIlOAnlXiGk0QCz,11900,325,9,3270,0.038,0.62,115.54,TRUE,lcR84v7NslZP3svxSKS
724,HebronLake.Lamb.1984,lcRmapkP4KlI1NabIBO,10270,740,3,6450,0.846,0.63,138.56,FALSE,lcRj0iThIuw2Svt7zK0
725,HedrickPond.Steventon.1988,lcRGuDRd4IZEbrvoplu,12050,160,2,7270,0.106,0.39,83.57,FALSE,lcRL0D8GlGa4MsJGl2J
726,HellHoleLake.Hotchkiss.2007,lcR8DVOwWO4luiXhY9u,2030,50,6,1190,0.268,0.31,43.94,FALSE,lcRdoK9Iud8hP3vPZis
727,Heming2007.Jia.2007,lcR4JIQzCDoFYD7HZYe,9550,70,4,5080,0.401,0.81,180.03,FALSE,lcRecElNh7AfqvOFG1t
728,HemlockLake.Davis.2000,lcRmqdBfLTiwZsv0O8P,10700,230,3,8660,0.059,0.46,69.68,FALSE,lcRjQblpG9uxIZDW4lW
729,HemuduHMD1.Li.2009,lcRAakAUJkMdDFL7vsR,10060,90,16,10740,0.497,0.69,181.18,FALSE,lcRdnDS6Scf5sHUnG3d
730,HermitLake.Anderson.2018,lcRXLkyFOBBg5jAZeV9,11930,220,18,2290,0.013,0.28,94.9,TRUE,lcRqrhelpe5dOSnql1w
731,HerrenwieserSee.Rosch.2012,lcRVMrxNrKLF572prhd,11100,20,26,1070,0.32,0.36,232.83,FALSE,lcRb5mPO2YgoawZQLhs
732,HershopBog.BryantJr.1977,lcRdnikkWpUP8IiUgZH,11560,245,10,4940,0.137,0.64,72.26,FALSE,lcRXmIXNviCNG6oQlqS
733,HexigtenSanyixiang.Wang.2005,lcRKvaaWkDUIPp7x1yb,10780,960,5,3280,0.499,0.14,55.88,FALSE,lcRtVDOfOwgj26BXNsm
734,HicksLake.Hupy.2012,lcR9brc8IEXNRttATvC,2890,50,3,2060,0.098,0.28,44.91,FALSE,lcRoJSCNqWKsEiotGve
735,HiddenLake.Ager.1983,lcROYVnVzBO7Is4XpJh,11720,420,2,4800,0.391,0.34,127.31,FALSE,lcRGZbdvpFbGW0rex59
736,HiddenLake.Calder.2016,lcRugGbZsJvuj7cL9Pf,2510,60,3,1230,0.674,0.19,70.53,FALSE,lcR7j7HIQdVl8k2yjrT
737,HiddenLakeHL1.Tang.1999,lcRJUezeONEhB02djF1,12040,420,4,9780,0.037,0.34,53.89,FALSE,lcRqxNp2FmvJ7DHiKdU
738,HieressurAmby.Clerc.1988,lcRd9yAKHskfwl94HNo,11830,90,3,4500,0.403,0.47,251.85,FALSE,lcR7pnsolBpYjM4Y9Lq
739,HighLake.Fuller.1995,lcRS0efHRT1BJR9ikbT,11600,40,8,1750,0.013,0.58,100.54,TRUE,lcRHLkaQBfM48yOvBn4
740,HinmanLake.Calder.2016,lcRtD2uTSD6IGbxy87Q,1490,70,7,860,0.981,0.57,105.48,FALSE,lcRFAPdmxj4UqpfYKLR
741,Hinterburgseeli.author.1111,lcRhIGbsXYfPomIXtwW,11980,140,8,3980,0.117,0.38,229.16,FALSE,lcRU8U5xkKyUCTd5v7M
742,HippaLake.Lacourse.2012,lcRFZkT8k6jOZd19XsM,11750,130,4,5490,0.089,0.68,291.29,FALSE,lcRU7P7aqI6Wg2DZSqn
743,Hirvilampi.Rankama.1988,lcRJkRAE4XY3U7kAqJg,12050,90,6,3200,0.104,0.27,105.07,FALSE,lcRqjcAkOwjixzyVvbr
744,HiscockSite.McAndrews.2003,lcRFhA59iwdW843OvRu,11340,30,18,7680,0.463,0.53,73.39,FALSE,lcR15VffTRD5jETvfER
745,HobbsLotMarch.Waller.1994,lcRefRUYDIR7SFHQ7eS,3290,30,6,1820,0.061,0.3,149.11,FALSE,lcRNViQQBd9xLMOtbPp
746,HockhamMere.Bennett.1983,lcRroGK9dXMtTsagsFp,10400,40,20,2350,0.672,0.38,215.56,FALSE,lcRCyvjiQyavYeXvQ9V
747,Holebudalen.Birks.2007,lcRJQYFCgHGaIu35X8X,10980,120,7,2350,0.262,0.45,141.43,FALSE,lcRtzERYL7JNsZptaE7
748,Holtjarnen.Giesecke.2005,lcRDfEAqSGjVlytXA4U,11800,110,6,2360,0.679,0.2,67.94,FALSE,lcRprwg8rKd5NGrVyvP
749,HomerBeach.author.1111,lcRK7ZTxjKU2XZzzfsM,11450,520,1,7470,0.197,0.28,69.82,FALSE,lcR3fSdAiFLktKm9snE
750,HoneymoonPond.Cwynar.1991,lcRoqZPCiTdl7kRtk7E,10800,165,19,2510,0.218,0.46,71.66,FALSE,lcRGbKO8uwuLRMUYOre
751,HongyuanBaihe.Wang.1987,lcRURJMCeqhnLiGv0Sa,10820,220,4,8050,0.038,0.49,85.7,FALSE,lcRRFfWwIeg4jg0gMNp
752,HoodooLake.BrunelleDaines.2002,lcR1x300iEESe1SzXTm,10060,210,9,5250,0.557,0.45,125.83,FALSE,lcR22Pj5jq9s1V4bSFA
753,HopefarmWallandmarsh.Waller.1999,lcR7KENg6nlizKH4CC7,3840,110,4,1780,0.002,0.26,140.97,FALSE,lcRt5xLQMWcVKgTvxjM
754,Hopschensee.Curdy.2010,lcRc6wTacQDtn9wYSCk,11600,50,12,2590,0.205,0.48,233.69,FALSE,lcRBQQRp5RiYChLMOsQ
755,Hopschensee.vanderKnaap.1997,lcRP11grEDTPmBg8KEk,11940,245,12,2940,0.053,0.46,213.58,TRUE,lcRVBkIp0uedFccJeoS
756,Hopschensee.vanderKnaap.2000,lcR6XVgXmKG6R8RBh5x,1380,20,3,980,0.972,0.24,62.12,FALSE,lcRIs6NXcG5Ruc3e37i
757,Hornchurchmarshes.Batchelor.2009,lcRYxC4mGQkYnyqmVX3,3120,60,6,1080,0.213,0.28,126.12,FALSE,lcRRAgzOfM43PXff7ML
758,HorniLomna.Rybnickova.2005,lcRpsrhDekWezjQvQGC,6100,185,5,2800,0.796,0.19,62.43,FALSE,lcR1zhePNPaoRAFQxZ8
759,HornstaadHornle.Rosch.1992,lcRzo9CbT7sm5GBI0fz,10880,10,14,2300,0.697,0.32,170.27,FALSE,lcRfMLCJamV6yQnEKqL
760,HorsemarshSewer.Waller.1999,lcR7Ht5LdWG3gce1d5U,3780,70,7,1080,0.529,0.29,137.93,FALSE,lcRgrlIIdB02fmmTbDb
761,HorseshoeLake.Munoz.2014,lcRIvks41tCABZhg3vF,1770,30,9,490,0.379,0.46,97.64,FALSE,lcRSljmKdqt2GSbrHFy
762,HorseshoeLake.Ollendorf.1993,lcRf996dtcpoGeTTuNu,1520,190,4,1390,0.527,0.58,76.04,FALSE,lcRCc97VFz514Cqnkyq
763,HosoikeMoor.Miyoshi.1989,lcRMjDsdAXHex3P4WmV,11110,465,1,7170,0.755,0.43,150.13,FALSE,lcRdEqyM9CNhtmrQJKM
764,HostageLake.Almendinger.1992,lcR1TBcX9rtCpODK3nl,4800,325,3,2270,0.107,0.51,34.3,FALSE,lcRIDGLoerhMbThH2XO
765,HotonNur.Tarasov.1994,lcRNeBLxglcAkKVC0dj,11610,620,6,2830,0.121,0.65,93.73,FALSE,lcRIWFkzkLdrLrWaPWz
766,HowesPrairieMarsh.Cole.1995,lcRk3OY8Io67hvE8QRS,4350,300,4,1860,0.145,0.63,88.14,FALSE,lcRMLhnRnVSARnwmJtx
767,HoyadelCastillo.Davis.2007,lcRAq09EF5mgESHeeOe,4850,130,3,2060,0.112,0.58,99.91,FALSE,lcRPUnQTspzB4cMSmOA
768,HoyaSanNicolas.Park.2005,lcRfLIxpwPVUvsZRumB,11020,160,5,2860,0.887,0.76,54.44,FALSE,lcRtRwvg3EJhrmdZnZC
769,Hozelec.Jankovska.1988,lcRHJZIN9dLoU75ax35,11130,310,4,3780,0.3,0.19,120.71,FALSE,lcR0kSfwpiuCo5YcjSQ
770,Hrabanovskacernava.Petr.2014,lcRgKjcvaD4heQ7MkDQ,11280,350,1,9380,0.019,0.44,145.05,FALSE,lcRq1BmskuZ3CxlxG0g
771,Huangjiapu.Sun.2001,lcRf8lwBQTBOqJ0fu9o,11950,465,2,7530,0.253,0.65,97.7,FALSE,lcRoejOd8Db9CQ4YF8A
772,HuangshaH24.Li.1991,lcRQhLbjJVkwbiVeXvn,10620,280,4,6080,0.169,0.79,254.94,FALSE,lcRC6cGeVPYaehtcV65
773,Huashankou.Han.2000,lcRHddQYH2IMw7BrQy3,2540,80,1,4060,0.611,0.76,95.41,FALSE,lcRf1un0xy8qDvQRoOF
774,Hubsugul.Tarasov.1996,lcRpAwuJraH9iUnytrs,7330,545,2,4380,0.087,0.16,35.11,FALSE,lcRP4yK6eC3lS2JCeYa
775,HudsonLake.Bailey.1972,lcRRKCdS2NNFpe70Xxr,11760,140,4,5730,0.063,0.62,99.97,FALSE,lcRkXUmPeaUz2bzqTAo
776,HumberPond3.Weninger.1989,lcR3bIWhA552iIKLT1e,4390,65,4,1980,0.035,0.58,96.49,TRUE,lcR9mPBjbTJsJZlW5P4
777,HumberPond5.Weninger.1989,lcR7Ec4zTN0WietefBV,4530,140,3,1790,0.156,0.37,63.04,FALSE,lcROVkT5tfjHoi6j3lg
778,HumberPond7.author.1111,lcRfYTwc5rKZOKhvFUU,3860,70,2,2090,0.581,0.55,79.52,FALSE,lcRItzeKzPtPCALFWh9
779,HummingbirdLake.Ager.2019,lcRBJck3OGWZFonmtt4,11780,340,7,4870,0.128,0.66,367.57,FALSE,lcRNsYNRMe1yYjAOesH
780,HuntersLake.Anderson.2008,lcRWQWkzQ2IR2DpKeNA,11850,360,9,4270,0.079,0.31,104.2,FALSE,lcR4c5DVSU9H7OLhFF2
781,Hureckaslat.Svobodova.2002,lcR1ZBXuVhPXDI89DZT,12000,100,5,2790,0.079,0.41,215.92,TRUE,lcRsdcI6YgwGAyediDB
782,HurlegLake.Zhao.2007,lcRUxxMjTWsFeZLhaXi,11880,210,7,3720,0.26,0.21,44.38,FALSE,lcRbdS3ZYSqRo6Bgcd0
783,HustlerLake.Charles.1984,lcRpDSCLg4SSPCdbC16,160,10,11,60,0.039,0.49,47.64,FALSE,lcRJDBpoefsQiFsSkqJ
784,HuzenbacherSee.Rosch.2011,lcRt7Z6vExvkSd3ytQ6,9460,205,4,5740,0.126,0.28,262.89,FALSE,lcRl53ndyptW1aIzX10
785,HuzenbacherSee.Rosch.2011,lcRyKE6JpLc5paiPZ1G,11550,20,8,3770,0.172,0.38,206.43,FALSE,lcRdQNMMFPYlIvTBCIB
786,HynesBrookSaltMarsh.Brookes.1985,lcR6Qqg6VX4XAC0KCyM,3590,100,2,2460,0.23,0.34,141,FALSE,lcR3TT323WCt8OsuV8h
787,Iaz.Grindean.2014,lcRcLcIN9tut0C4pEUW,5370,40,6,2380,0.274,0.32,121.68,FALSE,lcRzXMISDkt7M1RT0jE
788,IcehousePond.Parshall.2002,lcRSzOc4LGBvre3Ikw5,2380,40,12,970,0.485,0.16,95.88,FALSE,lcRsS96VOLGTEHGb5ob
789,IdavainLake.Brubaker.2001,lcRtAN1mzwtWR3OZIoI,11850,250,5,4700,0.099,0.25,71.61,FALSE,lcRBzt6bYtIGtPaDyu1
790,Iffigsee.Schworer.2015,lcRNGsv0Rdc2JExg4ck,11350,50,21,1270,0.019,0.37,236.35,TRUE,lcRN2Fql83rurxxiQXt
791,IgarkaPeatExposure.Anderson.2002,lcRTyhI1lqSqHRgKJOw,5500,180,3,3490,0.05,0.53,100.82,FALSE,lcRF1qHAFMoGX4GiLnn
792,IglutalikLake.author.1111,lcRG6AGqSO2aN3OT2mY,10610,130,5,2820,0.539,0.37,106.54,FALSE,lcRrAqIc6ppccRiG9SC
793,IkenokochiMoor.Takahara.1995,lcR64PkLlS34iOPDSBA,11860,310,4,4280,0.237,0.29,146.54,FALSE,lcReZYcbyFx6rdQJ8UJ
794,Ilan.Lin.2004,lcRTvIoO5nuBKiGbOjX,2540,20,0,2540,0.038,0.5,245.73,FALSE,lcRT2Bj7A6zKtKMlANK
795,IledErrand.Visset.1988,lcRJiu3HijFvV29k0bc,5060,40,7,1420,0.558,0.48,169.23,FALSE,lcRjVBowwXBqhm5boZZ
796,IlFuorn.Stahli.2006,lcRsmLHFaBvy0GtBAU8,8120,180,6,2500,0.341,0.28,166.93,FALSE,lcRT3aan7YkpjjkyVCB
797,IlFuorn.Welten.1982,lcRw4SJ4OrcY2xl5oLQ,9110,425,3,4670,0.475,0.35,190.2,FALSE,lcRS7FsuJkDaa2yMjFw
798,IlotSully.Visset.2001,lcR3kmT0NQvhn9VA2pG,7080,90,3,4460,0.013,0.57,105.27,FALSE,lcRzKHqpFGT1DcYbBa9
799,ImatuMire.author.1111,lcRlvx4eJPkH2R9t18s,11800,260,3,8900,0.063,0.3,96.6,FALSE,lcRdtpGHlv7MvBN4JOk
800,ImnavaitCreek.Eisner.1991,lcRzKBMYG7hVJQRm0dL,11590,390,3,4380,0.058,0.38,48.13,FALSE,lcR8omId8o4LLWfta3z
801,IndianLake.Steventon.1983,lcRQRtyGu0CfIcQPLCy,4710,140,5,2220,0.181,0.52,58.53,FALSE,lcRBiKSX9vw6q47vFn9
802,IndianPrairieFen.Sea.1995,lcRvEKvYR89EdqPS878,11320,200,5,2720,0.823,0.45,414.1,FALSE,lcRCStbAqGMGMlgHOkC
803,InglesbyLake.Fritz.1987,lcRuD5wx48swGv4xdv0,11870,500,7,4500,0.097,0.59,81.28,FALSE,lcRZPVRjjqgHpa5kAoQ
804,IoanninaI.Bottema.1974,lcRi7qJspNU8qrZSY0W,8840,440,3,4520,0.42,0.37,166.66,FALSE,lcRY1qjIcj4KykYhDY2
805,Iosipovo.Chernavskaya.1988,lcRrvwrHMdBcDYwEOlz,7470,600,2,4920,0.735,0.32,58.86,FALSE,lcROOv3Gz4VSn6IO1EM
806,IrvinLake.Alwin.1982,lcRu5pCMYC2GUPBBzzd,11820,235,6,3380,0.005,0.62,95.44,TRUE,lcRHS7ekd2iZpAVXLlS
807,IrwinSmithBog.Booth.2012,lcRFbxRN2nhQ0VKYlPS,7660,30,24,2600,0.189,0.58,98.02,FALSE,lcRERUTEPPiSsyyBl8s
808,Isbenttjonn.Birks.2007,lcR1CLkm0wzVVeTBLP9,10500,150,7,2360,0.329,0.23,103.62,FALSE,lcRd0Gjv6gapKfd3WvM
809,IslandLake.Mott.2004,lcRi6bDDIRat7M7H7oB,11770,170,3,6780,0.017,0.57,135.81,FALSE,lcR7gB8gqwCfybs4sTJ
810,IsleauHautNorthHollow.Schauffler.1998,lcRzhGr4i4VY2YYTPOr,4470,40,4,3000,0.469,0.5,87.78,FALSE,lcRhbXVVAHutWIJrYzN
811,Isokarret.Asplund.1989,lcReLJ3Aha3hWRBBlok,4020,110,4,1450,0.744,0.27,87.44,FALSE,lcRK80DqnXvcxzIGa6p
812,Ispani2.deKlerk.2009,lcRT6uVfeVB1FMhcrAF,5500,40,4,3680,0.527,0.43,69.62,FALSE,lcRaDoQy9UZWqq0JFHD
813,IvanovskoyePeatBog.author.1111,lcRif4XWIuV5drboUNe,8630,195,9,3610,0.388,0.35,89.18,FALSE,lcRk3RXIZ7gxSWvxv4n
814,IvanovskoyePeatBog.author.1111,lcRLy7KgaOFs7duJmdU,1590,100,3,1000,0.597,0.25,33.36,FALSE,lcRKzuyiUtma0tPjCpR
815,IvanovskoyePeatBog.author.1111,lcR0UNoc5FfRtWmUoox,6430,290,7,1690,0.545,0.32,56.26,FALSE,lcRDJ9v6RzSTdKHDoVD
816,Iwayasite.Takahara.1992,lcRyr0WC33KvsYpGrEj,11880,270,5,3680,0.872,0.46,171.9,FALSE,lcRIje1DBb8A9y7Co0D
817,Iztapa.Larmon.2013,lcRt2ycDIZZiyhx1aJS,2760,45,5,2120,0.408,0.55,67.57,FALSE,lcR6eP8ynssbR1FXfF6
818,IzylmetevskayaTerraceExposure3410.Anderson.2002,lcRjBhghRWLKHrUkEky,1830,125,5,1170,0.394,0.64,57.66,FALSE,lcRRgTXDU2jEqjhc3pF
819,JackLake.Liu.1985,lcR0YwrTVNqH5LtS2Zy,11950,280,3,4570,0.018,0.5,77.5,FALSE,lcRslrEOFk8c3XnfRBb
820,JackLondonLake.Anderson.2002,lcRbhWYbtfV4B2xzQXG,11190,655,5,3100,0.04,0.14,30.7,FALSE,lcR2kR41KnEolHWQI6z
821,JackLondonLake.Lozhkin.1993,lcR86y6cBpeIBaKNoF9,11760,245,2,9150,0.533,0.19,45.41,FALSE,lcRQQOEHKlTtX3peKxs
822,JacksonPond.Liu.2013,lcRLuKiaCxfG8mhhdvu,9610,150,4,9370,0.069,0.56,141.98,FALSE,lcROiKNGhDj1C7tNgou
823,JacksonPond.Wilkins.1985,lcRO6ptpnoAxGUUG8Ls,11980,200,3,10820,0.003,0.53,138.99,FALSE,lcRfcLyQ3hZPoGGY5sy
824,JacobsonLake.WrightJr.1969,lcRnRICOtsjYs9rPJEv,11120,100,3,3950,0.213,0.53,68.93,FALSE,lcRYphupxsUhWxVK3gD
825,JamesBay.author.1111,lcRmzesg4DhM7uaD30P,3150,140,3,1670,0.413,0.61,94.31,FALSE,lcRSb9cWjzMVWz30uwl
826,JanesCove.Stevens.1996,lcR4bL2RefzjHBZQmZw,4660,270,3,1950,0.134,0.47,99.14,FALSE,lcRm4urw1bYb93Key76
827,JanLake.Carlson.2003,lcRVWCoRzYmzKH6VhEs,11900,280,14,1970,0.437,0.44,53.48,FALSE,lcRD3m7sfWY76OVgBl2
828,Jasiel.Szczepanek.1987,lcRMpbHDeDXvSL1fcdF,11690,265,5,4730,0.014,0.27,86.52,FALSE,lcRKyijE9momGMfhngE
829,Jaslo.Harmata.1995,lcRRsJBLTTrGwZpaako,4550,190,3,2440,0.073,0.19,80.09,TRUE,lcRNXmC7yfszT9Gsg50
830,Jaunay.Joly.2006,lcR7lkJf5CzFuBWMTZH,9270,50,7,3460,0.083,0.58,108.37,TRUE,lcR5pfebLfR8o88MIGP
831,JayLake.Ewing.2000,lcRJKbOXTRs7gaPoBqC,10380,350,7,3740,0.019,0.47,72.16,TRUE,lcRizSE1vvCGiYkabXe
832,Jelenilouze.Pokorny.2008,lcRY9pO1J8BBKav8CUo,6700,185,5,2070,0.422,0.29,144.41,FALSE,lcRusclm8dvVKhtS3br
833,JemimaPond.Parshall.2002,lcRwg5M2vXRaxGNdhtg,2730,130,17,790,0.918,0.12,52.99,FALSE,lcRuuqjUsnuztOUzaKy
834,JewellSite.Kim.1986,lcRDiVF27dvFc91pjfC,10940,180,4,5650,0.001,0.76,115.96,FALSE,lcR4aMD2hwKq3XGR3Yh
835,Jiangling.Xie.2008,lcRnAKq4oeULrHueldU,8990,80,8,2650,0.171,0.66,100.9,FALSE,lcRaNWvPJteVxSebde8
836,JingboLake.Li.2011,lcRS3drKNxjECOBHubn,9550,40,7,2990,0.005,0.6,103.43,TRUE,lcR4VufOC2YclIadMIq
837,JoeLake.Anderson.1988,lcRZfwnCgL232NUVDPr,11970,490,4,6860,0.016,0.31,45.45,FALSE,lcRmQN6bfJyUiALQK2m
838,JoesPond.Anderson.1992,lcRR2p5QQA3GTX4DXMI,11860,170,2,7230,0.196,0.53,174.94,FALSE,lcRbVoiSoKnryM2r99P
839,JohnKlondikeBog.MatthewsJr.1980,lcRcMo0BAuTQQVafB7L,11010,200,5,4090,0.518,0.53,102.47,FALSE,lcRyCaRRuyv2wq1Cm4P
840,JonesLake.Teed.2009,lcRCHngCXxJyC7boD1V,11340,70,27,2090,0.095,0.3,96.4,TRUE,lcRLo4ULeolBZyNR5nN
841,JonesLakeGlenborosite.Ritchie.1968,lcRXJkmC893JRJmd76e,11960,170,4,5910,0.068,0.39,99.66,FALSE,lcRipptogkeAZlIMdlf
842,JufPlan.Welten.1982,lcRIVqzFNpj362TS7wU,7700,580,2,3520,0.596,0.22,60.26,FALSE,lcRoqSKvIswwYwS2HN7
843,Kaarkotinlampi.Vuorela.1981,lcR2GcSoWChJ1HJjK6A,11100,245,6,5080,0.168,0.27,89.03,FALSE,lcRTtYOpyOFzwSN61Gr
844,Kaartlamminsuo.Rankama.1988,lcRSB30qGAoqzhyXH2t,4490,80,4,1870,0.49,0.42,129.46,FALSE,lcRa5exzvPgPDg1r0Py
845,KaiyakLake.Anderson.1985,lcR6iU3Hv2VcdQaYaTp,10630,945,3,5470,0.054,0.27,39.16,FALSE,lcRT2Kh5bShC6wwTvgC
846,KakituMountain.Beug.1987,lcR1B9JeIJJ0Lpy5CAj,2910,110,2,1690,0.376,0.21,32.35,FALSE,lcRoMjDRkSPNvWaMX5H
847,KalsaMire.Kimmel.1999,lcRLAOo9Olsj9xOXBJF,9500,70,13,2980,0.653,0.38,115.97,FALSE,lcRdGau7vnmpfLZNsyE
848,Kamenicky.Rybnickova.1979,lcRjF3U2yw105cRfnUL,11760,400,7,2550,0.305,0.3,141.42,FALSE,lcRMYjDVFQXQoOywpD0
849,Kanaaupscow.Richard.1979,lcRPAyT9LXCafXS5G8i,8120,340,2,7380,0.032,0.61,93.05,FALSE,lcR83RcZHIhEGB7Yjlo
850,KanasLake.Huang.2018,lcRSJ2rfS3opjXa6xYs,11980,70,8,4620,0.708,0.1,38.53,FALSE,lcRMLJowzp3tPOfA0VX
851,Kangerjoki.Hicks.1975,lcRBJiw0FGOEK75UVSl,9690,270,7,2020,0.128,0.24,88.84,FALSE,lcRf4gyOWKvdrt4QOCZ
852,Kansjon.author.1111,lcRqrp7r6Mhph0q4nLK,11820,395,9,1640,0.888,0.25,98.86,FALSE,lcRLhVBdjDeau6seMtF
853,KaraBogazGol.Leroy.2006,lcRiuqdw1B1OPdFGgCQ,180,10,15,20,0.001,0.45,72.48,FALSE,lcR3dz6m3CCcsU1ajWR
854,Karakol.Beer.2008,lcRDkNS5TQzU2moBhA2,3930,20,6,1710,0.676,0.1,42.83,FALSE,lcRFQUNSlPlw6myGzl0
855,KararmikBatakligi.vanZeist.1975,lcRPKm5DR6LuOLPWB8x,11950,380,1,7450,0.119,0.28,85.93,FALSE,lcRQp5uTpLoWeknWQ35
856,KaraseLake.Tarasov.1995,lcREJxJv4v4Xe4w8NHU,6330,150,6,2020,0.027,0.26,39.95,TRUE,lcRIsuS8hQIRuWNx3pJ
857,Karasieozerskoe.Panova.1997,lcRH4kTc4ERnF9fQkwE,7400,255,3,3680,0.537,0.14,47.9,FALSE,lcRFxxfVNGOg1SYFuNX
858,KarasyeLake.Tarasov.1994,lcR8mj67gLS492AwE9G,6240,140,7,1350,0.025,0.26,39.7,TRUE,lcRc7M0AsLTHDcoLvNb
859,KardashinskiSwamp.author.1111,lcRKGgXfRw6Qiryq2B6,9250,210,14,1970,0.444,0.38,68.77,FALSE,lcRGx68dMmrkD7bYk8z
860,KardashinskiSwamp.Kremenetski.1995,lcRZAEfoxEKL0cIaOWI,9260,220,13,1970,0.665,0.38,69.05,FALSE,lcRkx9yh3jdlzCS0230
861,KardashinskiSwamp.Kremenetski.1995,lcRIINqGU7ZOn3iDIcE,9230,220,13,1970,0.666,0.38,69.05,FALSE,lcRxppcQFmzC6BTm53B
862,KarginskiiCapePeatExposure.Anderson.2002,lcR8EWxNhzwYU3TLbch,8670,325,13,2080,0.317,0.48,84.02,FALSE,lcRrYkBVRjBRmRiVQfc
863,KargopolovoExposure.Anderson.2002,lcRgO0ajYoGTPdxT7eF,2410,100,4,6060,0.05,0.27,42.73,FALSE,lcR10OITijqne48uq9l
864,Katzenloch.Wahlmuller.1985,lcRkCMnEXHU9mRuGtPy,5060,120,6,1800,0.301,0.31,180.46,FALSE,lcRfMGBrPqVqqRgji1n
865,KayakskoyeZaimitschye.Anderson.2002,lcRJSh0UMEWySvvTehJ,6910,170,5,2310,0.046,0.56,74.71,TRUE,lcR3otMN2j83uYDnNFz
866,KazGolu.Bottema.1993,lcRu0XGnnRB7mmQyIae,9110,150,2,7600,0.232,0.43,65.36,FALSE,lcRqDgcFJoq7zmXAwfp
